item_id,restaurant_id,name,normalized_name,description,price,category,availability,source_names,source_record_ids,created_at,updated_at,data_version
867932,25639,Phở trộn bò và gà - 1 Coca cola,phở trộn bò và gà - 1 coca cola,,49000,,True,befood_menu,867932,,,offline
867933,25639,Miến trộn bò và gà - 1 coca cola,miến trộn bò và gà - 1 coca cola,,49000,,True,befood_menu,867933,,,offline
867935,25639,Bún trộn bò và gà - 1 Sprite,bún trộn bò và gà - 1 sprite,,49000,,True,befood_menu,867935,,,offline
867936,25639,Miến Trộn Bò Gà,miến trộn bò gà,,45000,,True,befood_menu,867936,,,offline
867937,25639,Phở Trộn Bò Gà,phở trộn bò gà,,45000,,True,befood_menu,867937,,,offline
867938,25639,Bún Trộn Bò Gà,bún trộn bò gà,,45000,,True,befood_menu,867938,,,offline
867939,25639,Bún Ngan Trộn,bún ngan trộn,,45000,,True,befood_menu,867939,,,offline
867940,25639,Bún Trộn Bò,bún trộn bò,,45000,,True,befood_menu,867940,,,offline
867941,25639,Miến Trộn Gà,miến trộn gà,,45000,,True,befood_menu,867941,,,offline
867942,25639,Bún Chả,bún chả,,45000,,True,befood_menu,867942,,,offline
867943,25639,Miến Trộn Bò,miến trộn bò,,45000,,True,befood_menu,867943,,,offline
867944,25639,Bún Thập Cẩm,bún thập cẩm,,45000,,True,befood_menu,867944,,,offline
867945,25639,Bún Ngan Nước,bún ngan nước,,45000,,True,befood_menu,867945,,,offline
867946,25639,Bún Trộn Gà,bún trộn gà,,45000,,True,befood_menu,867946,,,offline
867947,25639,Phở Trộn Gà,phở trộn gà,,45000,,True,befood_menu,867947,,,offline
867948,25639,Phở Trộn Bò,phở trộn bò,,45000,,True,befood_menu,867948,,,offline
867949,25639,Bún Cá,bún cá,,45000,,True,befood_menu,867949,,,offline
867950,25639,Bún Bò Nam Bộ (nước),bún bò nam bộ (nước),,45000,,True,befood_menu,867950,,,offline
867951,25639,Bánh Đa Trộn Bò Gà,bánh đa trộn bò gà,,45000,,True,befood_menu,867951,,,offline
867952,25639,Bún Gà Chan Nước,bún gà chan nước,,45000,,True,befood_menu,867952,,,offline
867953,25639,Bún Bò Giò Tai,bún bò giò tai,,45000,,True,befood_menu,867953,,,offline
867954,25639,Phở Bò Nước,phở bò nước,,45000,,True,befood_menu,867954,,,offline
867955,25639,Bún Bò Nam Bộ (Trộn),bún bò nam bộ (trộn),,45000,,True,befood_menu,867955,,,offline
867956,25639,Bún Mọc,bún mọc,,45000,,True,befood_menu,867956,,,offline
867957,25639,Phở Gà Nước,phở gà nước,,45000,,True,befood_menu,867957,,,offline
867958,25639,Mỳ Trộn Thập Cẩm,mỳ trộn thập cẩm,,45000,,True,befood_menu,867958,,,offline
867959,25639,Bánh Đa Cá (Nước),bánh đa cá (nước),,45000,,True,befood_menu,867959,,,offline
867960,25639,Mỳ Trộn Bò Gà Cay,mỳ trộn bò gà cay,,45000,,True,befood_menu,867960,,,offline
867961,25639,Há Cảo Thập Cẩm,há cảo thập cẩm,,45000,,True,befood_menu,867961,,,offline
867962,25639,Há Cảo Tôm,há cảo tôm,,45000,,True,befood_menu,867962,,,offline
867963,25639,Há Cảo Thịt Rau,há cảo thịt rau,,45000,,True,befood_menu,867963,,,offline
867964,25639,Há Cảo Thịt Nấm,há cảo thịt nấm,,45000,,True,befood_menu,867964,,,offline
867965,25639,Bún Cá Mọc,bún cá mọc,,45000,,True,befood_menu,867965,,,offline
867966,25639,Bánh Đa Cá Mọc Đậu,bánh đa cá mọc đậu,,45000,,True,befood_menu,867966,,,offline
867967,25639,Cơm Gà Sốt Chua Ngọt,cơm gà sốt chua ngọt,,49000,,True,befood_menu,867967,,,offline
867968,25639,Cơm Gà Luộc,cơm gà luộc,,50000,,True,befood_menu,867968,,,offline
867969,25639,Cơm Thịt Rang Trứng Rán Đậu Nhồi,cơm thịt rang trứng rán đậu nhồi,,48000,,True,befood_menu,867969,,,offline
867970,25639,Cơm Gà Rang Gừng,cơm gà rang gừng,,48000,,True,befood_menu,867970,,,offline
867971,25639,Cơm Gà Rán,cơm gà rán,,48000,,True,befood_menu,867971,,,offline
867972,25639,Cơm Thịt Xào Trứng Rán Lá Lốt,cơm thịt xào trứng rán lá lốt,,48000,,True,befood_menu,867972,,,offline
867973,25639,Cơm Cá Kho Trứng Rán Đậu Sốt,cơm cá kho trứng rán đậu sốt,,48000,,True,befood_menu,867973,,,offline
867974,25639,Cơm Gà Xào Xả Ớt,cơm gà xào xả ớt,,48000,,True,befood_menu,867974,,,offline
867981,25639,Cơm Thịt Xào Nấm,cơm thịt xào nấm,,48000,,True,befood_menu,867981,,,offline
7670605,97742,Cơm thịt lợn mường xào xả ớt,cơm thịt lợn mường xào xả ớt,,66000,,True,befood_menu,7670605,,,offline
9050411,97742,Cơm thịt kho tàu - trứng cút,cơm thịt kho tàu - trứng cút,,58000,,True,befood_menu,9050411,,,offline
9050419,97742,Cơm chả lá lốt vị nhà làm,cơm chả lá lốt vị nhà làm,,58000,,True,befood_menu,9050419,,,offline
9050433,97742,Cơm thịt nướng giềng mẻ,cơm thịt nướng giềng mẻ,,66000,,True,befood_menu,9050433,,,offline
9050435,97742,Cơm thịt quay giòn bì,cơm thịt quay giòn bì,,66000,,True,befood_menu,9050435,,,offline
9050436,97742,Cơm thịt ba chỉ rang cháy cạnh,cơm thịt ba chỉ rang cháy cạnh,,66000,,True,befood_menu,9050436,,,offline
7670606,97742,Bún chả truyền thống,bún chả truyền thống,,58000,,True,befood_menu,7670606,,,offline
7670608,97742,Bún chả viên,bún chả viên,,58000,,True,befood_menu,7670608,,,offline
9050428,97742,Bún chả đặc biệt,bún chả đặc biệt,,69000,,True,befood_menu,9050428,,,offline
9050430,97742,Bún chả miếng,bún chả miếng,,58000,,True,befood_menu,9050430,,,offline
7670603,97742,Cơm tấm - sườn cốt lết,cơm tấm - sườn cốt lết,,69000,,True,befood_menu,7670603,,,offline
7670604,97742,Cơm tấm đặc biệt ( Sườn - Bì - Chả Trứng - Ốp la ),cơm tấm đặc biệt ( sườn - bì - chả trứng - ốp la ),,95000,,True,befood_menu,7670604,,,offline
7670609,97742,Cơm tấm - sườn cốt lết - chả trứng,cơm tấm - sườn cốt lết - chả trứng,,78000,,True,befood_menu,7670609,,,offline
7670607,97742,Bánh cuốn chả lẫn,bánh cuốn chả lẫn,,59000,,True,befood_menu,7670607,,,offline
11563785,130307,Phở bò tái chín nạm,phở bò tái chín nạm,,50000,,True,befood_menu,11563785,,,offline
11563786,130307,Phở bò gầu,phở bò gầu,,60000,,True,befood_menu,11563786,,,offline
11563787,130307,Phở gà,phở gà,,50000,,True,befood_menu,11563787,,,offline
2513690,22758,Xôi Chiên Bọc Nguyên Đùi Gà,xôi chiên bọc nguyên đùi gà,,55000,,True,befood_menu,2513690,,,offline
2513691,22758,Xôi Chiên Nhân Đùi Gà Xé,xôi chiên nhân đùi gà xé,,55000,,True,befood_menu,2513691,,,offline
2513692,22758,Cơm Rang Kim Chi Bò,cơm rang kim chi bò,,52500,,True,befood_menu,2513692,,,offline
2513693,22758,Cơm Rang Kim Chi Xá Xíu,cơm rang kim chi xá xíu,,52500,,True,befood_menu,2513693,,,offline
2513694,22758,Cơm Thịt Viên Rim Cà Chua,cơm thịt viên rim cà chua,,48000,,True,befood_menu,2513694,,,offline
2513695,22758,Cơm Rang Đùi Gà Sốt Chua Ngọt,cơm rang đùi gà sốt chua ngọt,,52500,,True,befood_menu,2513695,,,offline
2513696,22758,Cơm Trắng Sườn Sốt Chua Ngọt,cơm trắng sườn sốt chua ngọt,,52000,,True,befood_menu,2513696,,,offline
2513697,22758,Cơm Đùi Gà Sốt Chua Ngọt,cơm đùi gà sốt chua ngọt,,47000,,True,befood_menu,2513697,,,offline
2513698,22758,Cơm Rang Thịt Rán Xá Xíu,cơm rang thịt rán xá xíu,,52000,,True,befood_menu,2513698,,,offline
2513699,22758,Cơm Rang Sườn Trứng Rim Cay,cơm rang sườn trứng rim cay,,56000,,True,befood_menu,2513699,,,offline
2513700,22758,Cơm TRẮng Canh Kim Chi Thịt Bò,cơm trắng canh kim chi thịt bò,,56000,,True,befood_menu,2513700,,,offline
2513701,22758,Cơm Trắng Sườn Trứng Rim Cay,cơm trắng sườn trứng rim cay,,52000,,True,befood_menu,2513701,,,offline
2513702,22758,Cơm Rang Kim Chi Đùi Gà,cơm rang kim chi đùi gà,,62000,,True,befood_menu,2513702,,,offline
2513703,22758,Cơm Trắng Thịt Rán Xá Xíu,cơm trắng thịt rán xá xíu,,47000,,True,befood_menu,2513703,,,offline
2513704,22758,Cơm Rang Dưa Xào Bò,cơm rang dưa xào bò,,51000,,True,befood_menu,2513704,,,offline
2513705,22758,Cơm Rang Đùi Gà Rán,cơm rang đùi gà rán,,51000,,True,befood_menu,2513705,,,offline
2513706,22758,Cơm Rang Sườn Sốt Chua Ngọt,cơm rang sườn sốt chua ngọt,,55000,,True,befood_menu,2513706,,,offline
2513707,22758,Cơm Nóng Canh Kim Chi Sườn Cay,cơm nóng canh kim chi sườn cay,,61000,,True,befood_menu,2513707,,,offline
2513708,22758,Cơm Trắng Rau Cải Xào Thịt Bò,cơm trắng rau cải xào thịt bò,,50000,,True,befood_menu,2513708,,,offline
2513709,22758,Cơm Trắng Dưa Xào Bò,cơm trắng dưa xào bò,,45000,,True,befood_menu,2513709,,,offline
2513710,22758,Cơm Rang Thịt Viên Rim Cà Chua,cơm rang thịt viên rim cà chua,,52000,,True,befood_menu,2513710,,,offline
2513711,22758,Cơm Rang Rau Cải Xào Thịt Bò,cơm rang rau cải xào thịt bò,,52000,,True,befood_menu,2513711,,,offline
2513712,22758,Cơm Đùi Gà Nướng,cơm đùi gà nướng,,47500,,True,befood_menu,2513712,,,offline
2513718,22758,Mỳ Xào Rau Cải Thịt Bò,mỳ xào rau cải thịt bò,,50000,,True,befood_menu,2513718,,,offline
2513719,22758,Mỳ Udon Xào Kim Chi Bò Cay,mỳ udon xào kim chi bò cay,,60000,,True,befood_menu,2513719,,,offline
2513720,22758,Mỳ Udon Xào Rau Cải Bò,mỳ udon xào rau cải bò,,65000,,True,befood_menu,2513720,,,offline
2513721,22758,Mỳ Trộn Kim Chi Bò,mỳ trộn kim chi bò,,52000,,True,befood_menu,2513721,,,offline
2513724,22758,Set 10 Nem Chua Rán,set 10 nem chua rán,,58000,,True,befood_menu,2513724,,,offline
2513728,22758,Đùi Gà Rán,đùi gà rán,,31000,,True,befood_menu,2513728,,,offline
2513729,22758,Set 5 Phô Mai Que,set 5 phô mai que,,37000,,True,befood_menu,2513729,,,offline
2513732,22758,Ngô Xào Tép 2 Suất,ngô xào tép 2 suất,,61000,,True,befood_menu,2513732,,,offline
2513734,22758,Bánh Bao Chay Chiên Kèm Sữa Chấm,bánh bao chay chiên kèm sữa chấm,,36500,,True,befood_menu,2513734,,,offline
394469,11471,Phở Chín,phở chín,,48000,,True,befood_menu,394469,,,offline
394470,11471,Phở Tái,phở tái,,48000,,True,befood_menu,394470,,,offline
394471,11471,Phở Tái Chín,phở tái chín,,52000,,True,befood_menu,394471,,,offline
394472,11471,Phở Tái Nạm,phở tái nạm,,58000,,True,befood_menu,394472,,,offline
394473,11471,Phở Tái Bắp,phở tái bắp,,70000,,True,befood_menu,394473,,,offline
394474,11471,Phở Tái Lăn,phở tái lăn,,60000,,True,befood_menu,394474,,,offline
394475,11471,Phở Tái Gầu,phở tái gầu,,58000,,True,befood_menu,394475,,,offline
394476,11471,Phở Bắp Nạm,phở bắp nạm,,70000,,True,befood_menu,394476,,,offline
394477,11471,Phở Đặc Biệt,phở đặc biệt,,80000,,True,befood_menu,394477,,,offline
394457,11471,Cơm Gà Xối Mắm,cơm gà xối mắm,,60000,,True,befood_menu,394457,,,offline
394459,11471,Cơm Rang Thập Cẩm,cơm rang thập cẩm,,48000,,True,befood_menu,394459,,,offline
394460,11471,Cơm Rang Dưa Bò,cơm rang dưa bò,,52000,,True,befood_menu,394460,,,offline
394461,11471,Phở Xào Mềm,phở xào mềm,,60000,,True,befood_menu,394461,,,offline
394462,11471,Cơm Rang Cải Bò,cơm rang cải bò,,52000,,True,befood_menu,394462,,,offline
394464,11471,Đùi Gà Sốt,đùi gà sốt,,40000,,True,befood_menu,394464,,,offline
394466,11471,Cơm Sườn Sốt Ngũ Vị,cơm sườn sốt ngũ vị,,60000,,True,befood_menu,394466,,,offline
394467,11471,Mì xào mềm,mì xào mềm,,60000,,True,befood_menu,394467,,,offline
4580862,11471,Trứng Ốp (2 Quả),trứng ốp (2 quả),,30000,,True,befood_menu,4580862,,,offline
4580864,11471,Mì Xào Mềm,mì xào mềm,,60000,,True,befood_menu,4580864,,,offline
394483,11471,Cơm Rang Thập Cẩm - Coca,cơm rang thập cẩm - coca,,60000,,True,befood_menu,394483,,,offline
4487874,11326,Combo cơm thịt sốt chua ngọt -1 cocacola,combo cơm thịt sốt chua ngọt -1 cocacola,,53000,,True,befood_menu,4487874,,,offline
4487876,11326,Combo cơm chả cá sốt -1 fanta,combo cơm chả cá sốt -1 fanta,,53000,,True,befood_menu,4487876,,,offline
4487877,11326,Cơm thịt kho - 01 coca,cơm thịt kho - 01 coca,,55000,,True,befood_menu,4487877,,,offline
4487878,11326,Combo cơm thập cẩm - 1 sprite chai,combo cơm thập cẩm - 1 sprite chai,,53000,,True,befood_menu,4487878,,,offline
4487879,11326,Compo cơm thập cẩm - 1 coca chai,compo cơm thập cẩm - 1 coca chai,,53000,,True,befood_menu,4487879,,,offline
4487880,11326,"Cơm gà sốt chua ngọt, trứng rán","cơm gà sốt chua ngọt, trứng rán",,40000,,True,befood_menu,4487880,,,offline
4487882,11326,"Cơm thịt sốt chua ngọt, đậu nhồi thịt","cơm thịt sốt chua ngọt, đậu nhồi thịt",,40000,,True,befood_menu,4487882,,,offline
4487883,11326,Cơm thịt kho - trứng,cơm thịt kho - trứng,,40000,,True,befood_menu,4487883,,,offline
4487884,11326,Cơm Thịt băm rim - món phụ,cơm thịt băm rim - món phụ,,40000,,True,befood_menu,4487884,,,offline
4487885,11326,Cơm Sườn sốt chua ngọt - món phụ,cơm sườn sốt chua ngọt - món phụ,,40000,,True,befood_menu,4487885,,,offline
4487886,11326,Cơm gà rang gừng - đậu sốt,cơm gà rang gừng - đậu sốt,,40000,,True,befood_menu,4487886,,,offline
4487887,11326,"Cơm Thịt rang, Món phụ","cơm thịt rang, món phụ",,40000,,True,befood_menu,4487887,,,offline
4487888,11326,Cơm cá cơm sốt - 2 món phụ,cơm cá cơm sốt - 2 món phụ,,40000,,True,befood_menu,4487888,,,offline
4487889,11326,Cơm đậu nhồi thịt - trứng rán,cơm đậu nhồi thịt - trứng rán,,40000,,True,befood_menu,4487889,,,offline
4487890,11326,"Cơm nem cuốn, món phụ","cơm nem cuốn, món phụ",,40000,,True,befood_menu,4487890,,,offline
4487891,11326,"Cơm thịt rang, đậu phụ sốt","cơm thịt rang, đậu phụ sốt",,40000,,True,befood_menu,4487891,,,offline
4487892,11326,Cơm cá nục rán- Món Phụ,cơm cá nục rán- món phụ,,40000,,True,befood_menu,4487892,,,offline
4487895,11326,Cơm chả cá sốt - món phụ,cơm chả cá sốt - món phụ,,40000,,True,befood_menu,4487895,,,offline
4487896,11326,Cơm bò xào cần tỏi - trứng rán,cơm bò xào cần tỏi - trứng rán,,40000,,True,befood_menu,4487896,,,offline
4487897,11326,Cơm gà xào sả ớt - món phụ,cơm gà xào sả ớt - món phụ,,40000,,True,befood_menu,4487897,,,offline
4487898,11326,Cơm thịt xiên - món phụ,cơm thịt xiên - món phụ,,40000,,True,befood_menu,4487898,,,offline
7582731,8314,Cơm rang dưa bò (best seller),cơm rang dưa bò (best seller),,58000,,True,befood_menu,7582731,,,offline
7582732,8314,Cơm rang dưa bò - 1 trứng ốp,cơm rang dưa bò - 1 trứng ốp,,65000,,True,befood_menu,7582732,,,offline
7582733,8314,Cơm rang cải bò,cơm rang cải bò,,58000,,True,befood_menu,7582733,,,offline
7582734,8314,Cơm rang đùi gà xối mắm,cơm rang đùi gà xối mắm,,60000,,True,befood_menu,7582734,,,offline
7582735,8314,Cơm rang cải bò - 1 trứng ốp,cơm rang cải bò - 1 trứng ốp,,65000,,True,befood_menu,7582735,,,offline
7582736,8314,Cơm rang đùi gà xối mắm - 1 trứng ốp,cơm rang đùi gà xối mắm - 1 trứng ốp,,65000,,True,befood_menu,7582736,,,offline
7582737,8314,Cơm rang thập cẩm - 1 trứng ốp,cơm rang thập cẩm - 1 trứng ốp,,60000,,True,befood_menu,7582737,,,offline
7582738,8314,Cơm rang thập cẩm bò,cơm rang thập cẩm bò,,58000,,True,befood_menu,7582738,,,offline
7582739,8314,Cơm rang thập cẩm (Best seller),cơm rang thập cẩm (best seller),,55000,,True,befood_menu,7582739,,,offline
7582741,8314,Cơm rang dưa bò - coca,cơm rang dưa bò - coca,,65000,,True,befood_menu,7582741,,,offline
7582742,8314,Cơm rang cải bò - coca,cơm rang cải bò - coca,,65000,,True,befood_menu,7582742,,,offline
7582743,8314,Bún bò Huế tô nhỏ không móng,bún bò huế tô nhỏ không móng,,60000,,True,befood_menu,7582743,,,offline
7582744,8314,Bún tô vừa,bún tô vừa,,60000,,True,befood_menu,7582744,,,offline
7582745,8314,Bún tô lớn,bún tô lớn,,65000,,True,befood_menu,7582745,,,offline
7582746,8314,Tô đặc biệt,tô đặc biệt,,70000,,True,befood_menu,7582746,,,offline
7582751,8314,Phở tái,phở tái,,58000,,True,befood_menu,7582751,,,offline
7582752,8314,Tái chín,tái chín,,58000,,True,befood_menu,7582752,,,offline
7582753,8314,Tái nạm,tái nạm,,58000,,True,befood_menu,7582753,,,offline
7582754,8314,Tái lăn,tái lăn,,60000,,True,befood_menu,7582754,,,offline
7582755,8314,Mì bò tái,mì bò tái,,58000,,True,befood_menu,7582755,,,offline
7582747,8314,phở xào,phở xào,,60000,,True,befood_menu,7582747,,,offline
7582748,8314,Mì xào cải bò,mì xào cải bò,,60000,,True,befood_menu,7582748,,,offline
10917632,126147,Bún riêu cua đặc biệt tặng 1 chai hạt chia 30k,bún riêu cua đặc biệt tặng 1 chai hạt chia 30k,,90000,,True,befood_menu,10917632,,,offline
10917633,126147,Bún riêu cua tặng 1 chai nước hạt chia 20k,bún riêu cua tặng 1 chai nước hạt chia 20k,,50000,,True,befood_menu,10917633,,,offline
10917635,126147,Bún riêu cua mọc ốc tặng 1 chai nước hạt chia 20k,bún riêu cua mọc ốc tặng 1 chai nước hạt chia 20k,,80000,,True,befood_menu,10917635,,,offline
10917637,126147,Phở xào giòn ngập thịt bò tặng 1 chai nước hạt chia,phở xào giòn ngập thịt bò tặng 1 chai nước hạt chia,,70000,,True,befood_menu,10917637,,,offline
10917638,126147,Mọc ốc,mọc ốc,,30000,,True,befood_menu,10917638,,,offline
10917639,126147,Mọc thịt,mọc thịt,,30000,,True,befood_menu,10917639,,,offline
10917640,126147,Tóp mỡ chiên giòn,tóp mỡ chiên giòn,,30000,,True,befood_menu,10917640,,,offline
10917641,126147,Khoai tây lắc phô mai tặng 1 chai nước hạt chia,khoai tây lắc phô mai tặng 1 chai nước hạt chia,,50000,,True,befood_menu,10917641,,,offline
10917644,126147,Bánh đa cua Hải Phòng tặng 1 chai nước hạt chia 30k,bánh đa cua hải phòng tặng 1 chai nước hạt chia 30k,,80000,,True,befood_menu,10917644,,,offline
10917646,126147,Bún riêu cua ốc tặng 1 nước hạt chia 30k,bún riêu cua ốc tặng 1 nước hạt chia 30k,,60000,,True,befood_menu,10917646,,,offline
10917647,126147,Chả cá chiên giòn,chả cá chiên giòn,,30000,,True,befood_menu,10917647,,,offline
10917649,126147,Giò,giò,,30000,,True,befood_menu,10917649,,,offline
10917650,126147,Bánh đa cua thập cẩm tặng 1 chai nước hạt chia 30k,bánh đa cua thập cẩm tặng 1 chai nước hạt chia 30k,,70000,,True,befood_menu,10917650,,,offline
10917651,126147,Thịt bò,thịt bò,,30000,,True,befood_menu,10917651,,,offline
10917653,126147,Bún riêu cua cá tặng 1 chai nước hạt chia 30k,bún riêu cua cá tặng 1 chai nước hạt chia 30k,,60000,,True,befood_menu,10917653,,,offline
10917654,126147,Bún riêu cua giò tai tặng 1 chai nước hạt chia 30k,bún riêu cua giò tai tặng 1 chai nước hạt chia 30k,,60000,,True,befood_menu,10917654,,,offline
10917655,126147,Bún riêu cua mọc thịt tặng 1 chai nước hạt chia 30k,bún riêu cua mọc thịt tặng 1 chai nước hạt chia 30k,,60000,,True,befood_menu,10917655,,,offline
10917656,126147,Bún riêu cua bò tặng 1 chai nước hạt chia 30k,bún riêu cua bò tặng 1 chai nước hạt chia 30k,,60000,,True,befood_menu,10917656,,,offline
10917657,126147,Bún riêu cua chả cá tặng 1 chai nước hạt chia 30k,bún riêu cua chả cá tặng 1 chai nước hạt chia 30k,,60000,,True,befood_menu,10917657,,,offline
10917658,126147,Cơm rang dưa bò ngập thịt tặng 1 chai nước hạt chia 30k,cơm rang dưa bò ngập thịt tặng 1 chai nước hạt chia 30k,,70000,,True,befood_menu,10917658,,,offline
10917660,126147,Bún riêu ốc tặng 1 chai nước hạt chia 30k,bún riêu ốc tặng 1 chai nước hạt chia 30k,,85000,,True,befood_menu,10917660,,,offline
10917661,126147,Cơm đảo ngập thịt bò tặng 1 chai nước hạt chia 30k,cơm đảo ngập thịt bò tặng 1 chai nước hạt chia 30k,,70000,,True,befood_menu,10917661,,,offline
10917662,126147,Cá rô chiên giòn,cá rô chiên giòn,,30000,,True,befood_menu,10917662,,,offline
10917664,126147,Mỳ xào ngập thịt bò tặng 1 chai nước hạt chia 30k,mỳ xào ngập thịt bò tặng 1 chai nước hạt chia 30k,,70000,,True,befood_menu,10917664,,,offline
10917665,126147,Bún riêu ốc đặc biệt tặng 1 chai nước hạt chia 20k,bún riêu ốc đặc biệt tặng 1 chai nước hạt chia 20k,,65000,,True,befood_menu,10917665,,,offline
10939343,126147,Bánh Đa Cua ngập tràn topping tặng 1 chai nước hạt chia 30k,bánh đa cua ngập tràn topping tặng 1 chai nước hạt chia 30k,,70000,,True,befood_menu,10939343,,,offline
11247649,126147,Bún riêu cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,bún riêu cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,,70000,,True,befood_menu,11247649,,,offline
11247661,126147,Bánh Đa cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,bánh đa cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,,70000,,True,befood_menu,11247661,,,offline
11247668,126147,Miến cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,miến cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,,70000,,True,befood_menu,11247668,,,offline
11467845,126147,Mỳ cua trộn ngập bò tràn topping tặng 1 ly nước hạt chia 30k,mỳ cua trộn ngập bò tràn topping tặng 1 ly nước hạt chia 30k,,70000,,True,befood_menu,11467845,,,offline
11467847,126147,Phở cua Trộn ngập bò tràn topping tặng 1 ly nước hạt chia 30k,phở cua trộn ngập bò tràn topping tặng 1 ly nước hạt chia 30k,,70000,,True,befood_menu,11467847,,,offline
11467861,126147,Bún cá ngập tràn cá tặng 1 ly nước hạt chia 30k,bún cá ngập tràn cá tặng 1 ly nước hạt chia 30k,,60000,,True,befood_menu,11467861,,,offline
11472266,126147,Bún riêu cua tặng 1 ly nước hạt chia 30k,bún riêu cua tặng 1 ly nước hạt chia 30k,,50000,,True,befood_menu,11472266,,,offline
11627239,126147,Cơm rang trứng ngập trứng tặng 1 ly nước hạt chia 30k,cơm rang trứng ngập trứng tặng 1 ly nước hạt chia 30k,,70000,,True,befood_menu,11627239,,,offline
11627243,126147,Cơm rang thập cẩm ngập topping tặng 1 ly nước hạt chia 30k,cơm rang thập cẩm ngập topping tặng 1 ly nước hạt chia 30k,,70000,,True,befood_menu,11627243,,,offline
11849758,126147,Bún Giả Cầy Đặc Biệt tặng 1 ly nước hạt chia 30k,bún giả cầy đặc biệt tặng 1 ly nước hạt chia 30k,,70000,,True,befood_menu,11849758,,,offline
10917676,126147,Phở xào thịt bò chay tặng 1 chai nước hạt chia 30k,phở xào thịt bò chay tặng 1 chai nước hạt chia 30k,,70000,,True,befood_menu,10917676,,,offline
11127183,127398,Bún thang trứng mọc giò,bún thang trứng mọc giò,,52000,,True,befood_menu,11127183,,,offline
11127184,127398,Bún thang gà lườn,bún thang gà lườn,,58500,,True,befood_menu,11127184,,,offline
11127185,127398,Bún thang gà lẫn,bún thang gà lẫn,,65000,,True,befood_menu,11127185,,,offline
11127186,127398,Bún thang gà lưng,bún thang gà lưng,,71500,,True,befood_menu,11127186,,,offline
11127187,127398,Bún thang gà cánh,bún thang gà cánh,,71500,,True,befood_menu,11127187,,,offline
11127188,127398,Bún thang gà tràng trứng,bún thang gà tràng trứng,,78000,,True,befood_menu,11127188,,,offline
11127189,127398,Bún thang gà đùi,bún thang gà đùi,,78000,,True,befood_menu,11127189,,,offline
11127190,127398,Bún thang đặc biệt,bún thang đặc biệt,,104000,,True,befood_menu,11127190,,,offline
11127200,127398,Bún gà lườn,bún gà lườn,,52000,,True,befood_menu,11127200,,,offline
11127201,127398,Bún gà lẫn,bún gà lẫn,,58500,,True,befood_menu,11127201,,,offline
11127202,127398,Bún gà cánh,bún gà cánh,,65000,,True,befood_menu,11127202,,,offline
11127203,127398,Bún gà lưng,bún gà lưng,,65000,,True,befood_menu,11127203,,,offline
11127204,127398,Bún gà mọc,bún gà mọc,,65000,,True,befood_menu,11127204,,,offline
11127205,127398,Bún gà đùi,bún gà đùi,,78000,,True,befood_menu,11127205,,,offline
11127206,127398,Bún gà tràng trứng,bún gà tràng trứng,,71500,,True,befood_menu,11127206,,,offline
11127207,127398,Bún đặc biệt,bún đặc biệt,,97500,,True,befood_menu,11127207,,,offline
11127217,127398,Mì tôm gà lườn,mì tôm gà lườn,,52000,,True,befood_menu,11127217,,,offline
11127218,127398,Mì tôm gà lẫn,mì tôm gà lẫn,,58500,,True,befood_menu,11127218,,,offline
11127219,127398,Mì tôm gà cánh,mì tôm gà cánh,,65000,,True,befood_menu,11127219,,,offline
11127220,127398,Mì tôm gà lưng,mì tôm gà lưng,,65000,,True,befood_menu,11127220,,,offline
11127221,127398,Mì tôm phao câu,mì tôm phao câu,,65000,,True,befood_menu,11127221,,,offline
11127222,127398,Mì tôm gà mọc,mì tôm gà mọc,,65000,,True,befood_menu,11127222,,,offline
11127223,127398,Mì tôm gà đùi,mì tôm gà đùi,,78000,,True,befood_menu,11127223,,,offline
11127224,127398,Mì tôm gà tràng trứng,mì tôm gà tràng trứng,,71500,,True,befood_menu,11127224,,,offline
11127225,127398,Mì tôm đặc biệt,mì tôm đặc biệt,,97500,,True,befood_menu,11127225,,,offline
11127208,127398,Miến gà lườn,miến gà lườn,,52000,,True,befood_menu,11127208,,,offline
11127209,127398,Miến gà lẫn,miến gà lẫn,,58500,,True,befood_menu,11127209,,,offline
11127210,127398,Miến gà cánh,miến gà cánh,,65000,,True,befood_menu,11127210,,,offline
11127211,127398,Miến gà lưng,miến gà lưng,,65000,,True,befood_menu,11127211,,,offline
11127212,127398,Miến phao câu,miến phao câu,,65000,,True,befood_menu,11127212,,,offline
11127213,127398,Miến gà mọc,miến gà mọc,,65000,,True,befood_menu,11127213,,,offline
11127214,127398,Miến gà đùi,miến gà đùi,,78000,,True,befood_menu,11127214,,,offline
11127215,127398,Miến gà tràng trứng,miến gà tràng trứng,,71500,,True,befood_menu,11127215,,,offline
11127216,127398,Miến đặc biệt,miến đặc biệt,,97500,,True,befood_menu,11127216,,,offline
11127159,127398,Cơm cánh ức gà xối mỡ,cơm cánh ức gà xối mỡ,,84500,,True,befood_menu,11127159,,,offline
