store_id,source_name,source_store_key,source_url,source_name_raw,address_raw,match_confidence,note
86930,befood,86930,,Bún Cá Cô Minh - Tạ Quang Bửu,"Số 3 Ngõ 40/2 Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",high,id gốc từ beFood
86930,google,ChIJfyn8ZwCtNTERx5svG5uV0as,,Bún Cá Cô Minh,"3 Ngh. 40/2 P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội 100000, Việt Nam",high,method=direct_id; place_id=ChIJfyn8ZwCtNTERx5svG5uV0as; score=None
