restaurant_id,restaurant_name,source,matched_terms_text,latitude,longitude,distance_m,distance_km,address,rating,review_count,price_min,price_max,categories_text,opening_hours,delivery_time,image_url,menu_count,comment_count,comments_list
69293,Cơm & Phở Hương Lan - Nguyễn Thái Học,befood,cơm | phở,21.03038979,105.8357086,2991.49,2.991,"Số 1 Ngõ Nguyễn Thái Học, Phường Cát Linh, Đống Đa, Hà Nội",4,12,55000,65000,Phở,06:00-22:00,30,https://media.be.com.vn/bizops/image/0f53eeb3-989f-11ee-8146-82365e52a8ee/original,6,6,"[""Ngon xỉu"", ""Giá hơi đắt"", ""eqfyfac., Sai/Thiếu món"", ""cho mỗi nc canh k biết ăn phở kiểu gì luôn ?, Sai/Thiếu món"", ""mình đã note rõ là nước dùng để riêng r vẫn cho vào là sao ạ ?"", ""k ngon""]"
10307,Cơm Gà Xối Mắm Còn - Dương Văn Bé,befood,cơm | gà rán,20.99644089,105.8738098,3084.07,3.084,"202 Dương Văn Bé, P. Vĩnh Tuy, Q. Hai Bà Trưng, Hà Nội",4.7,236,2000,76000,Món Đang Giảm | Phở | Cơm rang | Nước uống,10:00-22:00,30,https://media.be.com.vn/be-food/image/6818eaca-c6a3-11ec-bd9d-0ac153492a5c/original,21,7,"[""Đáng đồng tiền, Ngon xỉu, Đóng gói tốt, Sạch sẽ"", ""Ngon xỉu, Đóng gói tốt, Sạch sẽ, Đáng đồng tiền"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""Đáng đồng tiền"", ""Normal"", ""Không hợp khẩu vị"", ""no quá ko ăn được ko biết ngon hay ko nên 3 sao thôi""]"
49400,Tùng Linh Quán - Bún Chả & Bánh Cuốn Nóng - Bùi Xương Trạch,befood,bánh cuốn | bún chả,20.98514938,105.8194122,3509.5,3.51,"289 Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",5,1,10000,40000,Menu,06:00-14:00,30,https://media.be.com.vn/bizops/image/d5be0332-f55b-11ed-a1e9-7acc7c0c1a90/original,3,1,"[""Đáng đồng tiền, Đóng gói tốt, Khác, Sạch sẽ, Ngon xỉu""]"
88782,Guu Chicken - Cơm Gà & Gà Rán - Khương Hạ,befood,cơm | gà rán,20.98731041,105.8167267,3591.69,3.592,"Số 63 Ngách 78 Ngõ 29 Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",4.7,441,12000,315000,Cơm Gà Guu Chicken | Gà Rán - Gà Sốt Guu Chicken | Combo Gà Rán - Khoai Tây | Món Phụ | Đồ Uống | Ưu Đãi Độc Quyền. | Mỳ Ý sốt bò bằm | Gà góc tư | Mỳ CAY GUU CHICKEN,09:00-23:59,30,https://media.be.com.vn/bizops/image/b8e83514-0ec8-11f0-8510-8ea7808cbcf4/original,34,3,"[""đặt có đồ uống mà đơn thì không có đồ uống, Sai/Thiếu món"", ""em có note thêm sốt mà ko thấy shop cho thêm"", ""ổn""]"
61570,Bún Chả Quý Anh - Vĩnh Hưng,befood,bánh cuốn | bún chả,20.99916077,105.8798218,3614.54,3.615,"423 Vĩnh Hưng, Phường Thanh Trì, Hoàng Mai, Hà Nội",4.9,135,1000,60000,Menu | Bún chả | Bún đậu | Giải khát,06:30-14:30,30,https://media.be.com.vn/bizops/image/7e17a50f-3cdc-11ee-8146-82365e52a8ee/original,17,4,"[""Ngon xỉu"", ""Chả quán này peak thực sự, tổng quan là ngonnn!, Ngon xỉu, Đáng đồng tiền"", ""Sai/Thiếu món"", ""nem cháy nửa cái""]"
123151,"FoodHub - Mỳ Quảng, Cơm Gà Roti - Hoàng Ngọc Phách",befood,cơm | phở,21.01497078,105.8123779,3617.59,3.618,"Số 110 Tập Thể C3 Hoàng Ngọc Phách, Phường Đống Đa, Hà Nội",4.7,23,3000,125000,Mỳ Quảng | Cơm Đùi Gà Roti | Đồ Uống | Combo 1 Người Siêu TK | Combo 2 Người Siêu TK | Đồ Thêm,18:00-22:00,12,https://media.be.com.vn/bizops/image/0a8bca32-bb80-11f0-9063-66448d787802/original,24,10,"[""đồ shop đầy đặn, đóng gói sạch sẽ cbi đồ nhanh lắm a, Ngon xỉu, Đáng đồng tiền, Sạch sẽ"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ"", ""Delicious, Clean, Good packaging"", ""Delicious, Worth the price, Clean, Good packaging"", ""Đáng đồng tiền, Ngon xỉu, Đóng gói tốt, Sạch sẽ"", ""Đáng đồng tiền, Sạch sẽ, Ngon xỉu, Đóng gói tốt"", ""Đồ ăn ngon ạ, phần ăn được chuẩn bị rất chu đáp luôn ạ, Đóng gói tốt, Ngon xỉu, Đáng đồng tiền, Sạch sẽ"", ""Khá ngon"", ""Không hợp khẩu vị"", ""đồ ăn ngon lắm ạ. đặt lần t2 ở shop rồi cơm hay mỳ đều ngon :)))))""]"
89400,"Bún Chả Linh Anh - Bún Ngan Mọc, Bánh Giò Nóng & Trứng Vịt Lộn - Khương Đình",befood,bánh cuốn | bún chả,20.99241066,105.8131638,3650.9,3.651,"Số 7 Ngõ 236 Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",4.7,68,7000,90000,Bún Chả | Món Ngan | Món Khác | Ăn Vặt | Combo Cùng Coca Cola | Món Thêm | Đồ Uống | Combo,07:00-20:30,30,https://media.be.com.vn/bizops/image/eb575251-5567-11ef-8dc5-12c0bf7afddb/original,32,4,"[""Không đảm bảo vệ sinh"", ""Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ"", ""Đóng gói tốt, Sạch sẽ, Ngon xỉu"", ""Khá ngon""]"
89681,Phở Cuốn Diệu Minh - La Thành,befood,bánh cuốn | phở,21.02437019,105.8166733,3686.9,3.687,"4 Ngách 678/11 La Thành, Phường Giảng Võ, Quận Ba Đình, Hà Nội",4.4,16,9000,128000,MÓN ĂN VẶT | ĐỒ UỐNG,21:00-23:59,30,https://media.be.com.vn/bizops/image/d85a4afc-2028-11f0-8d88-0695c6df6d37/original,6,4,"[""gà tần bên trong còn lạnh ngắt, đúng kiểu đồ để tủ lạnh lấy ra hâm lại còn ko ra hồn. đang ốm đặt đợi nhận dc mà ức chế., Không đảm bảo vệ sinh"", ""Ngon xỉu, Đóng gói tốt"", ""nước dùng ít, bị chua, Không hợp khẩu vị"", ""Không làm đúng ghi chú, Đóng gói chưa tốt""]"
25452,"Bánh Cuốn Nóng, Bún Đậu Mẹt & Bún Chả - Vĩnh Hưng",befood,bánh cuốn | bún chả,20.99073029,105.878952,3814.81,3.815,"218 Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",4.4,674,12000,65000,Menu | Đồ Uống | Món Thêm,16:30-20:30,30,https://media.be.com.vn/be-food/image/9abc3b98-19e8-11ed-bf5c-d65f1fd7c660/original,20,8,"[""mình note quán để riêng rau nhưng quán nhét chung vào túi, mắm đóng ẩu đổ hết ra túi lẫn hết vào cả bún đậu và rau :) không có đũa thìa. chả thì khô, nhỏ, quắt. Bún đậu mức bình thường. Không dám mua lại lần 2, Đóng gói chưa tốt, Không làm đúng ghi chú"", ""Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ"", ""Đóng gói tốt, Ngon xỉu"", ""Không hợp khẩu vị"", ""nhiều hàn the quá, ăn từ tối qua đến sáng vẫn khó tiêu"", ""đặt hẳn 2 suất mỗi suất 3 miếng chả"", ""uầy, 55k 1 phần bánh cuốn, ít nước chấm xong đã thế có đúng 3 viên chả bé tí. sốc luôn ấy."", ""đồ ăn ít k đảm bảo""]"
2267,Gỏi Cuốn - Nem Nướng Hương Béo - Bùi Xương Trạch,befood,bánh cuốn | bún chả,20.98192024,105.8181915,3839.94,3.84,"25/86/358 Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4.6,298,12000,65000,Bún chả Hà Nội | Trà Trái Cây,10:00-23:59,30,https://media.be.com.vn/bizops/image/0f0eab89-e847-11f0-b84b-3a4f2a37a94e/original,8,10,"[""Cuốn lạnh ngắt như bỏ tủ lạnh ra. Ăn vị không thơm như đồ cũ, Không hợp khẩu vị"", ""Ngon xỉu"", ""Đóng gói chưa tốt"", ""đã ok cho đổi hàng giao r mà đồ ăn như mới bỏ từ tủ lạnh ra vỏ cuốn ăn cứng ngách thấy sợ, ăn muốn nôn, Không hợp khẩu vị, Không đảm bảo vệ sinh"", ""Gỏi cuốn quán gói sẵn, xong để tủ lạnh, bún khô cứng lại luôn, vỏ bánh tráng cũng cứng, thịt lạnh ngắt, nhai như nhau rơm 🙏🏻 Sao thế mà vẫn kinh doanh được vậy ạ, thật sự hả quán??, Không đảm bảo vệ sinh"", ""đồ ăn shop được gói sẵn xong để tủ lạnh, ăn lạnh không hợp với tôi"", ""cuốn để tủ lạnh. vỏ cứng. bún cứng. cảm giác giống nhai rơm. rau héo"", ""mua mắm nêm nhưng k giao mắm nêm ? cuốn sẵn xong để tủ ngăn đá hay sao mà như nhai đá thế sốp? mua gỏi cuốn bì chạo cũng k có? đơn 165k mà muốn ném mẹ ra thùng rác. sốp mang cái gỏi cuốn ra nhai dùm xem có nuốt được không mà dám bán."", ""ê bún thì cứng ,đồ ăn lạnh ngắt, cảm thấy không xứng đáng đồng tiền bỏ ra"", ""gỏi cuốn mới rã đông ra hay j lạh ngắt toàn là nước, nước mắm thì như nc lạnh.😌""]"
67492,Quán Huyền Béo - Bún Trộn & Cơm Gà Chiên Mắm - Ngõ Trại Cá,befood,cơm | phở,20.99344063,105.8483429,1329.5,1.329,"67 Ngõ Trại Cá, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",0,0,40000,160000,Lươn | Món Nước,17:00-23:59,30,https://media.be.com.vn/bizops/image/43d17348-8429-11ee-8e31-f638ae20f033/original,10,0,[]
126555,"Quán 92 - Cơm Rang, Phở & Mỳ Chua Cay - Trần Quốc Toản",befood,cơm | phở,21.01984024,105.8486404,1667.34,1.667,"47 Trần Quốc Toản, Phường Cửa Nam, Hà Nội",0,0,60000,80000,Menu,18:00-23:59,5,https://media.be.com.vn/bizops/image/6037bbcc-defb-11f0-8021-922c9d42c616/original,3,0,[]
18796,Phở Dung - Bún Chả - Tân Mai,befood,bún chả | phở,20.98362923,105.8551025,2585.39,2.585,"652H5 Tân Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",5,1,2000,60000,Phở Bò | Phở Gà | Đồ Ăn Lẫn Phở | Đồ uống | Bún Chả ( bán từ 11h - 14h từ T2 đến T7),06:00-14:00,30,https://media.be.com.vn/bizops/image/6fd85b22-e918-11f0-8b11-e6e7ca75c48c/original,22,1,"[""Ngon xỉu""]"
134250,Bếp Mẹ Bơ - Mỳ Cay Koreno 7 Cấp Độ & Phở Cuốn - Trung Liệt,befood,bánh cuốn | phở,21.01143074,105.8204727,2700.3,2.7,"Số 6 Ngách 2 Ngõ 98 Trung Liệt, Phường Đống Đa, Hà Nội",0,0,17000,75000,Mỳ Cay 7 cấp độ | đồ uống | Mỳ trộn,11:00-23:30,9,https://media.be.com.vn/bizops/image/9065a7d6-4784-11f1-b197-ce3d3ce291c1/original,13,0,[]
134680,Mì Indomie & Phở Cuốn - Lĩnh Nam,befood,bánh cuốn | phở,20.9877491,105.8716812,3326.46,3.326,"4/29 Ngách 60 Ngõ 107 Lĩnh Nam, Phường Vĩnh Hưng, Hà Nội",0,0,10000,45000,Đồ Ăn | Đồ Ăn Vặt | Đồ Uống | Đồ Gọi Thêm,09:00-22:00,11,https://media.be.com.vn/bizops/image/a5b99acb-409c-11f1-b67e-9aaf2a798701/original,9,0,[]
36147,Phở Vịt Quay Tứ Xuyên - Láng Hạ,befood,bún chả | phở,21.01733017,105.8161697,3342.36,3.342,"3A Ngõ 87 Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",4.3,3,15000,150000,Menu,06:00-21:00,30,https://media.be.com.vn/bizops/image/e9f8296f-d8fd-11ed-abee-ba17ff25cc0d/original,6,1,"[""thịt dai lắm""]"
40014,Bún Chả - Bánh Cuốn Chả Nướng - Bùi Xương Trạch,befood,bánh cuốn | bún chả,20.98866081,105.8180008,3398.95,3.399,,0,0,,,,,,,0,0,[]
54641,Bún Đậu Chị Hai - Nem Nướng Nha Trang & Phở Cuốn - Nguyễn Ngọc Vũ,befood,bánh cuốn | phở,21.01055908,105.8086014,3887.15,3.887,"Số 21 Ngõ 139 Nguyễn Ngọc Vũ, Phường Yên Hòa, Hà Nội",2.4,371,15000,160000,Menu | đồ giải khát,00:00-23:59,30,https://media.be.com.vn/bizops/image/0061d8d8-222c-11ee-8e31-f638ae20f033/original,8,10,"[""mắm tôm cho thế này thì chams 2 miếng thị là hết hả shop ? nộm bò khô thì lèo tèo 5 miếng bé tẹo :) tệ kinh khủng, Sai/Thiếu món, Đóng gói chưa tốt, Không làm đúng ghi chú"", ""Đóng gói tốt"", ""Không hợp khẩu vị"", ""Không đảm bảo vệ sinh"", ""đồ ăn thì nguội , thịt chưa chín , Lạp xưởng luộc , mắm tôm không ngon, Không đảm bảo vệ sinh"", ""đồ ăn lèo tèo, không ngon, mùi hôi"", ""cái deo gì thế này:))) đ bán đc thì huỷ đơn đi chứ bán thế này cũng mở bán à"", ""cho nhiều mắm tôm qa trời"", ""dở"", ""không như trong ảnh. bán lừa đảo. bé tí tẹo bằng cái ngón tay. ko thấy tôm đau""]"
37364,Quán Ngon - Gà Tần & Bánh Cuốn Nóng - Tạ Quang Bửu,befood,bánh cuốn,21.00509071,105.8468018,125.62,0.126,"Số 3A1 Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội, Hai Bà Trưng, Hà Nội",0,0,5000,45000,Gà | Mỳ - Miến,09:00-22:00,30,https://media.be.com.vn/bizops/image/55022a5d-f11f-11f0-a167-cadcd99bf8b0/original,13,0,[]
6930,Kombo cơm niêu Singapore - 46 Trần Đại Nghĩa,befood,cơm,21.00205994,105.8447266,351.71,0.352,"46 Trần Đại Nghĩa, P. Đồng Tâm, Q. Hai Bà Trưng, Hà Nội",4.7,538,10800,106920,MÓN PHỤ | MÓN SALAD | ĐỒ UỐNG | CƠM NIÊU SINGAPORE KOMBO | MÓN CANH - RAU | MÓN ĂN KÈM | MÓN ĂN CHƠI,09:30-21:30,30,https://media.be.com.vn/bizops/image/a77f26a1-9848-11ef-8510-8ea7808cbcf4/original,37,2,"[""quán giao cơm mà không cho đũa thìa, cốc nước ép thì không có ống hút. có thể làm việc trách nhiệm hơn được không.?, Đóng gói chưa tốt"", ""k giống hình ảnh, Đóng gói chưa tốt""]"
42458,Cơm Gà Xối Mỡ Mai Phương - Lê Thanh Nghị,befood,cơm,21.00358009,105.8485565,352.06,0.352,"62 Phố Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",4.6,226,50000,70000,MENU | Cùng Coca Cola,10:30-22:00,30,https://media.be.com.vn/bizops/image/781157bd-dcfd-11ed-abee-ba17ff25cc0d/original,15,6,"[""được 3 miếng chết rét, Sai/Thiếu món, Không đảm bảo vệ sinh"", ""Đóng gói tốt"", ""Sạch sẽ, Đóng gói tốt, Ngon xỉu"", ""Đáng đồng tiền"", ""Đóng gói tốt, Đáng đồng tiền, Ngon xỉu, Sạch sẽ"", ""Khá ngon""]"
56543,Gà Rán KFC - Lê Thanh Nghị,befood,gà rán,21.00193024,105.844223,381.89,0.382,"170 Lê Thanh Nghị, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",4.7,288,13000,389000,MÓN MỚI MÙA HÈ | KHUẤY ĐẢO MÙA HÈ_KFC TUNG DEAL | MÓN MỚI NÊN THỬ_GÀ XỐT MẮM TỎI | Combo Ưu Đãi Sốc | Nạp Năng Lượng Cả Tuần | GÀ RÁN - GÀ QUAY | BURGER - CƠM - MÌ Ý | THỨC ĂN NHẸ | TRÁNG MIỆNG | THỨC UỐNG | SPRINKLE - THỬ NGAY KẺO LỠ,10:00-20:00,30,https://media.be.com.vn/bizops/image/936800c4-6679-11ef-8dc5-12c0bf7afddb/original,72,4,"[""Đáng đồng tiền"", ""Đóng gói tốt, Sạch sẽ"", ""Giá hơi đắt"", ""Thiếu khoai tây chiên rồi, Sai/Thiếu món""]"
62951,Bún Cá Măng Cay & Bún Hải Sản Cát Bà - Lê Thanh Nghị,befood,bún chả,21.00189972,105.843483,419.51,0.42,"số 200 Lê Thanh Nghị, Bạch Mai, Hà Nội",4.4,461,55000,68000,Bún Hải Sản/ Bún Cá Cay | Bún/Bánh Đa Cá - Chả - Bò,07:00-22:00,30,https://media.be.com.vn/bizops/image/d8df7f54-f507-11f0-b63c-1ec8367384f0/original,13,9,"[""măng hơi cay , quán đóng bún trong hộp, nước trong túi zip đảm bảo, Đáng đồng tiền"", ""Ngon xỉu, Sạch sẽ, Đóng gói tốt, Đáng đồng tiền"", ""Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ"", ""Đóng gói tốt, Sạch sẽ, Đáng đồng tiền"", ""Đồ ăn về cơ bản là ngon nhưng shop nên để măng riêng và cho thêm quất. chứ bát bún mình thấy vừa cay vừa mặn, Lại không có quất nữa. Mình phải cho thêm nước thì mới vừa miệng, Khá ngon"", ""Không hợp khẩu vị"", ""Không làm đúng ghi chú"", ""ngon nha, hợp miệng ạ, măng ngon"", ""mình đặt 3 suất 3 người mà ăn ăn xong ai cũng đau bụng trước đó không ăn gì""]"
31215,Cơm Rang Hải Sơn - Giải Phóng,befood,cơm,21.00285912,105.8422928,424.71,0.425,"32 ngõ 75 Giải phóng, phường Bạch Mai, Hà Nội",4,429,12000,68000,Cơm Rang Gia Truyền Nam Định | Phở/Mỳ Xào | Đồ Ăn Thêm | Đồ Uống,10:00-23:59,30,https://media.be.com.vn/bizops/image/b4314231-e936-11f0-b84b-3a4f2a37a94e/original,21,10,"[""Ít cơm chả có thêm gia vị gì, đóng gói kém, Đóng gói chưa tốt"", ""Sai/Thiếu món"", ""đặt 2 được 1, Sai/Thiếu món"", ""Ngon xỉu, Đáng đồng tiền"", ""Khá ngon, Đóng gói chưa tốt"", ""thiếu hẳn 1 xuất cơm của mình, Sai/Thiếu món"", ""bẩn mở ra thấy 2 cậng tóc, Không đảm bảo vệ sinh"", ""cơm rang ngập thịt thế này thì có lèo tèo quá không"", ""cải bò với hati sản gì k có rau vơia tôm mà toàn hành là hành quâ tệ k bgio quay lại mua nữa"", ""cơm rang vừa ít vừa đắt. thiếu canh xuất bên phải là xuất thêm 20k chắc được 3 xúc""]"
67574,Bánh Tráng Mập - Lê Thanh Nghị,befood,bánh cuốn,21.00349045,105.8493423,429.32,0.429,"40 Thanh Nghị, Phường Bạch Mai, Hà Nội",4.9,205,17000,92000,Best Seller | Bánh Tráng Cuốn | Bánh Tráng Trộn | Món Khác | đồ uống | bánh tráng phơi sương,09:30-21:30,30,https://media.be.com.vn/bizops/image/35487924-8454-11ee-b2af-3ea2e1c5510b/original,36,4,"[""Sạch sẽ, Ngon xỉu, Đáng đồng tiền, Đóng gói tốt"", ""Đáng đồng tiền, Đóng gói tốt, Ngon xỉu"", ""Không hợp khẩu vị"", ""vị cũng ok, bánh tráng hợp khẩu vị mình""]"
7160,Bún Chả Mẹ Nga - Vân Hồ 3,befood,bún chả,21.00921059,105.8462524,460.21,0.46,"90A Vân Hồ 3, Hai Bà Trưng, Hà Nội",4.3,2598,2000,64000,Combo + Coca | Menu chính | Đồ uống thêm | Dụng cụ ăn uống | Menu,07:30-21:00,30,https://media.be.com.vn/bizops/image/046cee18-e7aa-11f0-8021-922c9d42c616/original,13,6,"[""oder bún + nem 3 xuất thiếu cả 3 xuất dêud k có nem, Sai/Thiếu món"", ""Khá ngon"", ""Đóng gói chưa tốt, Sai/Thiếu món, Không đảm bảo vệ sinh"", ""không có dụng cụ ăn, chỉ mình túi nilong"", ""tệ rau bẩn , nguội nói chung rất tệ lần đầu gặp phải quán như vậy"", ""k có đồ đựng, quá ít""]"
117526,Bếp Bé Bếu - Cơm & Bánh Mì Nướng Trung Hoa - Lê Thanh Nghị,befood,cơm,21.00338936,105.8497772,475.08,0.475,"40 Lê Thanh Nghị, Phường Bạch Mai, Hà Nội",5,13,8000,73000,Cơm | Gọi Thêm | Đồ Uống,18:00-21:40,1,https://media.be.com.vn/bizops/image/9b74a37f-79a7-11f0-8b11-e6e7ca75c48c/original,10,1,"[""Ngon xỉu""]"
8919,Cơm Sạch Mẹ Shin - Tô Hoàng,befood,cơm,21.00667,105.8498917,478.53,0.479,"Sn 50 Ngõ Tô Hoàng, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",4.5,849,10000,149000,Combo | Hot deal | Đồ ăn | Đồ uống | Nước ép nguyên chất | Trà Hoa quả Mẹ Shin | Deal hot on now,10:00-21:00,30,https://media.be.com.vn/be-food/image/afab90c1-b494-11ec-9b48-6ed632d2b0d9/original,57,7,"[""được đúng 3 miếng sườn nhỏ, cơm thì nhão, Không hợp khẩu vị"", ""ok, Đóng gói tốt"", ""Khá ngon"", ""Cơm sườn ổn, hơi mặn, ăn với cơm ok. Cơm ba chỉ ghi có tôm chua nhưng về không có. Mình đặt cho ng nhà ăn, chưa kịp gọi nhà hàng hỏi thì ng nhà ăn rồi nên thôi. cơm thịt cx ok nhưng mìh đặt vì thấy có tôm chua, về k có nên hơi thất vọng"", ""cơm ngon, nhìn sạch sẽ. giá 70k phần cơm này là cao nhưng có vocher nên mình thấy cũng hợp lí"", ""chất lượng gạo so với trước đây mình từng đặtbị giảm đi, ăn gạo rất chán"", ""Tệ ko bao giờ có lần sau""]"
123211,Phạm Gia Food - Cơm Tấm & Lẩu Ly - Trần Đại Nghĩa,befood,cơm,21.00016975,105.8453979,550.59,0.551,"Số 1 Ngõ 183 Trần Đại Nghĩa, Phường Bạch Mai, Hà Nội",4.8,17,35000,78000,Cơm Tấm,10:00-21:00,1,https://media.be.com.vn/bizops/image/646b8e6d-bbaf-11f0-9063-66448d787802/original,7,4,"[""Ngon xỉu"", ""Đóng gói tốt, Đáng đồng tiền, Ngon xỉu, Sạch sẽ"", ""shop quên bì thêm của em"", ""quá dở cơm làm như vậy mất khách ăn chả ra gì lần sau đừng làm vậy thà bán đắt mà ăn còn ngon như cơm săp đổ đi bán cho khách hàng""]"
50258,Tiến Lan - Bún Chả - Đình Đại,befood,bún chả,21.00443077,105.8508682,553.01,0.553,"Số 4 Ngõ Đình Đại, Bạch Mai, Hai Bà Trưng, Hà Nội",5,1,45000,55000,Menu,10:00-14:00,30,https://media.be.com.vn/bizops/image/e48ac85d-f880-11ed-b897-9a6833b2fee5/original,4,0,[]
111026,Cơm Ngon Hà Nội - Bà Triệu,befood,cơm,21.00888062,105.8490982,554.54,0.555,"203 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",4.4,17,15000,115000,Cơm Ngon Cả Ngày | Món Âu Trọn Bữa | Món Ăn Kèm,09:00-21:30,1,https://media.be.com.vn/bizops/image/c8bcf4de-3162-11f0-bd66-b239c83a8124/original,14,8,"[""Sạch sẽ, Đóng gói tốt, Đáng đồng tiền, Ngon xỉu"", ""đồ ăn như hình ăn ngon, Sạch sẽ, Đóng gói tốt"", ""Đóng gói tốt"", ""Giá hơi đắt"", ""Giá hơi đắt, Khá ngon"", ""mình đặt thêm canh và trứng ốp mà quán không giao, Sai/Thiếu món"", ""Sai/Thiếu món"", ""cơm đầy đặn nhưng có hơi ít sốt đi kèm""]"
27416,Bún Chả Minh Béo - Vân Hồ,befood,bún chả,21.01018906,105.8460007,565.47,0.565,"33/65 Vân Hồ 3, Lê Đại Hành, Hai Bà Trưng , Hà Nội",4.3,4,10000,60000,Menu,10:00-10:30,30,https://media.be.com.vn/bizops/image/19802c1a-3411-11ed-bf5c-d65f1fd7c660/original,12,3,"[""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Khác, Đóng gói tốt"", ""Khác"", ""Không hợp khẩu vị""]"
136086,Cơm Gà Rán Đài Loan - OMEGA - Tạ Quang Bửu,befood,gà rán,21.00106049,105.8490677,577.7,0.578,"107 K2 Ngõ 48 Tạ Quang Bửu, Phường Bạch Mai, Thành Phố Hà Nội",5,1,1000,74000,Deal Hời 20/5 | Cơm Đảo Gà Rán | Cơm Trắng Gà Rán | Mì Indomie Gà Rán | Gà Rán | Đồ Uống | Đồ Ăn Kèm | Chăm Sóc Khách Hàng,10:00-22:00,2,https://media.be.com.vn/bizops/image/1d10dff5-540d-11f1-8683-3a351028b633/original,35,1,"[""Chụp ảnh review hơi xấu, nhưng mà đồ ăn thực tế cũng đầy đủ, ngon lắm nha, lần sau ăn gà thì chắc chắn sẽ đặt của quán, Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt""]"
117708,Cơm Gà Cô Tấm - Tạ Quang Bửu,befood,cơm,21.00081062,105.8489227,590.72,0.591,"101K3 Ngõ 48 Tạ Quang Bửu, Phường Bạch Mai, Hà Nội",5,10,65000,65000,Cơm Gà,16:30-21:00,2,https://media.be.com.vn/bizops/image/49c65521-7c01-11f0-b84b-3a4f2a37a94e/original,8,1,"[""Ngon xỉu, Đáng đồng tiền, Đóng gói tốt""]"
118277,Phở Gà Đặc Biệt A Ỉn - Giải Phóng,befood,phở,21.00127983,105.8414536,605.56,0.606,"169 Giải Phóng, Phường Bạch Mai, Hà Nội",5,1,48000,59000,Phở - Mì - Miến Nước-Phở Trộn-Bún Trộn,17:00-23:00,2,https://media.be.com.vn/bizops/image/aed1a556-82ef-11f0-8b11-e6e7ca75c48c/original,3,0,[]
73491,U Lìu - Bún Bò Nam Bộ & Các Món Cuốn - Vân Hồ 2,befood,bánh cuốn,21.01061058,105.8464127,616.66,0.617,"30 Ngõ 55 Vân Hồ 2, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",4.8,51,40000,145000,Menu,09:00-21:00,30,https://media.be.com.vn/bizops/image/077f0952-d537-11ee-950f-6a8ca9ff4d91/original,8,7,"[""Đóng gói tốt, Ngon xỉu, Đáng đồng tiền, Sạch sẽ"", ""Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ"", ""Sạch sẽ, Đáng đồng tiền, Ngon xỉu, Đóng gói tốt"", ""Sạch sẽ, Đáng đồng tiền, Đóng gói tốt, Ngon xỉu"", ""vị rất ngon nha ^^, Ngon xỉu, Sạch sẽ"", ""Sạch sẽ, Đóng gói tốt, Đáng đồng tiền, Ngon xỉu"", ""hơi ít rau trộn""]"
