src_id,relation,dst_id,graph_version
restaurant:22758,HAS_ITEM,menu_item:2513720,kg_20260602_172448
restaurant:22758,HAS_ITEM,menu_item:2513721,kg_20260602_172448
restaurant:22758,HAS_ITEM,menu_item:2513724,kg_20260602_172448
restaurant:22758,HAS_ITEM,menu_item:2513728,kg_20260602_172448
restaurant:22758,HAS_ITEM,menu_item:2513729,kg_20260602_172448
restaurant:22758,HAS_ITEM,menu_item:2513732,kg_20260602_172448
restaurant:22758,HAS_ITEM,menu_item:2513734,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394469,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394470,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394471,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394472,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394473,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394474,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394475,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394476,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394477,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394457,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394459,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394460,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394461,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394462,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394464,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394466,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394467,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:4580862,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:4580864,kg_20260602_172448
restaurant:11471,HAS_ITEM,menu_item:394483,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487874,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487876,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487877,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487878,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487879,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487880,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487882,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487883,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487884,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487885,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487886,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487887,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487888,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487889,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487890,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487891,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487892,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487895,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487896,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487897,kg_20260602_172448
restaurant:11326,HAS_ITEM,menu_item:4487898,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582731,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582732,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582733,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582734,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582735,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582736,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582737,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582738,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582739,kg_20260602_172448
restaurant:8314,HAS_ITEM,menu_item:7582741,kg_20260602_172448
