id,node_type,name,normalized_name,graph_version,data_version
restaurant:25639,Restaurant,Quán Mùa - Cơm Gà & Bún Miến Trộn - Tây Sơn,quán mùa - cơm gà & bún miến trộn - tây sơn,kg_20260602_172448,offline
cuisine:COMBO,Cuisine,COMBO,combo,kg_20260602_172448,offline
restaurant:97742,Restaurant,"NaBi Bún Chả Quạt, Cơm Tấm & Cơm Văn Phòng - Tây Sơn","nabi bún chả quạt, cơm tấm & cơm văn phòng - tây sơn",kg_20260602_172448,offline
cuisine:cơm vị nhà nấu - thay đổi theo ngày,Cuisine,cơm vị nhà nấu - thay đổi theo ngày,cơm vị nhà nấu - thay đổi theo ngày,kg_20260602_172448,offline
restaurant:130307,Restaurant,"Phở Bò Nội - Bún Chả, Cháo & Cơm - Trần Hưng Đạo","phở bò nội - bún chả, cháo & cơm - trần hưng đạo",kg_20260602_172448,offline
cuisine:Phở,Cuisine,Phở,phở,kg_20260602_172448,offline
restaurant:22758,Restaurant,PhuongKitchen - Cơm & Đồ Ăn Vặt - Ngõ Chùa Liên Phái Bạch Mai,phuongkitchen - cơm & đồ ăn vặt - ngõ chùa liên phái bạch mai,kg_20260602_172448,offline
cuisine:XÔI CHIÊN,Cuisine,XÔI CHIÊN,xôi chiên,kg_20260602_172448,offline
restaurant:11471,Restaurant,Thiên Trường - Phở Cồ & Cơm Gà Xối Mắm - Giải Phóng,thiên trường - phở cồ & cơm gà xối mắm - giải phóng,kg_20260602_172448,offline
cuisine:Deal 1K,Cuisine,Deal 1K,deal 1k,kg_20260602_172448,offline
restaurant:11326,Restaurant,Huỳnh Duyên - Cơm Văn Phòng & Nước Ép - Giải Phóng,huỳnh duyên - cơm văn phòng & nước ép - giải phóng,kg_20260602_172448,offline
cuisine:Combo Đồng Giá,Cuisine,Combo Đồng Giá,combo đồng giá,kg_20260602_172448,offline
restaurant:8314,Restaurant,Phở Bò Cơm Rang Duy Nhất - Giải Phóng,phở bò cơm rang duy nhất - giải phóng,kg_20260602_172448,offline
cuisine:Deal 1K,Cuisine,Deal 1K,deal 1k,kg_20260602_172448,offline
restaurant:126147,Restaurant,"Nhà Hàng Bin Bo - Bún Riêu Cua, Cơm Rang & Phở Xào - Phương Mai","nhà hàng bin bo - bún riêu cua, cơm rang & phở xào - phương mai",kg_20260602_172448,offline
cuisine:MENU,Cuisine,MENU,menu,kg_20260602_172448,offline
restaurant:127398,Restaurant,"Vũ Gia - Phở Gà, Bún Thang & Cơm Gà Xối Mỡ - Phố Huế","vũ gia - phở gà, bún thang & cơm gà xối mỡ - phố huế",kg_20260602_172448,offline
cuisine:Phở Nước - Phở Trộn,Cuisine,Phở Nước - Phở Trộn,phở nước - phở trộn,kg_20260602_172448,offline
restaurant:124125,Restaurant,Gà Rán BigBites - Cơm Gà & Bánh Gà - Đại La,gà rán bigbites - cơm gà & bánh gà - đại la,kg_20260602_172448,offline
cuisine:Cơm,Cuisine,Cơm,cơm,kg_20260602_172448,offline
restaurant:59967,Restaurant,Quán Hà Nội Xưa - Bún Chả - Trường Chinh,quán hà nội xưa - bún chả - trường chinh,kg_20260602_172448,offline
cuisine:Món Bún,Cuisine,Món Bún,món bún,kg_20260602_172448,offline
restaurant:135569,Restaurant,Cơm Bò Ngon - Trường Chinh,cơm bò ngon - trường chinh,kg_20260602_172448,offline
cuisine:NHÓM CƠM NHẬT & CƠM CHIÊN XÙ (MÓN CHÍNH),Cuisine,NHÓM CƠM NHẬT & CƠM CHIÊN XÙ (MÓN CHÍNH),nhóm cơm nhật & cơm chiên xù (món chính),kg_20260602_172448,offline
restaurant:128724,Restaurant,Phở - Cơm Hằng - Nguyễn Đình Chiểu,phở - cơm hằng - nguyễn đình chiểu,kg_20260602_172448,offline
cuisine:món phở,Cuisine,món phở,món phở,kg_20260602_172448,offline
restaurant:94161,Restaurant,Bánh Cuốn Nóng & Gà Ác Tần - Minh Khai,bánh cuốn nóng & gà ác tần - minh khai,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:28837,Restaurant,Gà Tần Huyền Anh - Phở Xào & Cơm Rang - Quỳnh Mai,gà tần huyền anh - phở xào & cơm rang - quỳnh mai,kg_20260602_172448,offline
cuisine:các món xào,Cuisine,các món xào,các món xào,kg_20260602_172448,offline
restaurant:117760,Restaurant,OK Cơm Gà - Trương Định,ok cơm gà - trương định,kg_20260602_172448,offline
cuisine:Cơm Gà,Cuisine,Cơm Gà,cơm gà,kg_20260602_172448,offline
restaurant:33188,Restaurant,Hải Dung - Cơm Rang & Phở Xào - Quỳnh Mai,hải dung - cơm rang & phở xào - quỳnh mai,kg_20260602_172448,offline
cuisine:Cơm Rang,Cuisine,Cơm Rang,cơm rang,kg_20260602_172448,offline
restaurant:33749,Restaurant,Phở Bò 288 - Phở Bò & Cơm Rang - Minh Khai,phở bò 288 - phở bò & cơm rang - minh khai,kg_20260602_172448,offline
cuisine:Combo,Cuisine,Combo,combo,kg_20260602_172448,offline
restaurant:22455,Restaurant,Phở Cuốn Hoa Lan - Trần Hưng Đạo,phở cuốn hoa lan - trần hưng đạo,kg_20260602_172448,offline
cuisine:Phở,Cuisine,Phở,phở,kg_20260602_172448,offline
restaurant:14976,Restaurant,Cơm Sườn Cay HiMC - Hà Kế Tấn,cơm sườn cay himc - hà kế tấn,kg_20260602_172448,offline
cuisine:MÓN MỚI - CÀ RI NHẬT,Cuisine,MÓN MỚI - CÀ RI NHẬT,món mới - cà ri nhật,kg_20260602_172448,offline
restaurant:118507,Restaurant,"Bánh Cuốn, Bún Trộn Đức Anh - Trần Hữu Tước","bánh cuốn, bún trộn đức anh - trần hữu tước",kg_20260602_172448,offline
cuisine:bún,Cuisine,bún,bún,kg_20260602_172448,offline
restaurant:128321,Restaurant,"Cơm, Phở Xào & Miến Xào - Cù Chính Lan","cơm, phở xào & miến xào - cù chính lan",kg_20260602_172448,offline
cuisine:Cơm Rang,Cuisine,Cơm Rang,cơm rang,kg_20260602_172448,offline
restaurant:116156,Restaurant,Phở Vịt Quay & Bánh Cuốn Cao Bằng - Định Công,phở vịt quay & bánh cuốn cao bằng - định công,kg_20260602_172448,offline
cuisine:Bánh Cuốn Cao Bằng,Cuisine,Bánh Cuốn Cao Bằng,bánh cuốn cao bằng,kg_20260602_172448,offline
restaurant:41570,Restaurant,Bánh Cuốn Nóng Hương Thơm - Tràng Tiền,bánh cuốn nóng hương thơm - tràng tiền,kg_20260602_172448,offline
cuisine:MENU,Cuisine,MENU,menu,kg_20260602_172448,offline
restaurant:20226,Restaurant,Phở Lưu - Phở Bò & Cơm Rang - Tam Trinh,phở lưu - phở bò & cơm rang - tam trinh,kg_20260602_172448,offline
cuisine:Món Nước,Cuisine,Món Nước,món nước,kg_20260602_172448,offline
restaurant:21224,Restaurant,Phở Cồ Gia Truyền - Phở Bò & Cơm Rang,phở cồ gia truyền - phở bò & cơm rang,kg_20260602_172448,offline
cuisine:Phở,Cuisine,Phở,phở,kg_20260602_172448,offline
restaurant:7240,Restaurant,"Cơm Gà, Mì Cay & Mì Trộn Bếp Nhà Cám - Tôn Đức Thắng","cơm gà, mì cay & mì trộn bếp nhà cám - tôn đức thắng",kg_20260602_172448,offline
cuisine:CƠM GÀ,Cuisine,CƠM GÀ,cơm gà,kg_20260602_172448,offline
restaurant:20472,Restaurant,"Bánh Cuốn, Bún Chả & Gà Tần - Đền Lừ 2","bánh cuốn, bún chả & gà tần - đền lừ 2",kg_20260602_172448,offline
cuisine:Thực Đơn,Cuisine,Thực Đơn,thực đơn,kg_20260602_172448,offline
restaurant:21413,Restaurant,Phở Bò Hải Phòng - Phở Bò & Cơm Rang - Hoàng Mai,phở bò hải phòng - phở bò & cơm rang - hoàng mai,kg_20260602_172448,offline
cuisine:MÓN NƯỚC,Cuisine,MÓN NƯỚC,món nước,kg_20260602_172448,offline
restaurant:86219,Restaurant,Phở Bò Thiên Trường - Bún Bò & Cơm Rang - Trương Định,phở bò thiên trường - bún bò & cơm rang - trương định,kg_20260602_172448,offline
cuisine:Phở Nước,Cuisine,Phở Nước,phở nước,kg_20260602_172448,offline
restaurant:36034,Restaurant,Bảo An Quán - Bánh Cuốn Phủ Lý - Trương Định,bảo an quán - bánh cuốn phủ lý - trương định,kg_20260602_172448,offline
cuisine:bánh cuốn phủ lý bún chả,Cuisine,bánh cuốn phủ lý bún chả,bánh cuốn phủ lý bún chả,kg_20260602_172448,offline
restaurant:20129,Restaurant,Dũng Thủy - Phở & Cơm Rang - Tân Mai,dũng thủy - phở & cơm rang - tân mai,kg_20260602_172448,offline
cuisine:Siêu Deal Giữa Tháng,Cuisine,Siêu Deal Giữa Tháng,siêu deal giữa tháng,kg_20260602_172448,offline
restaurant:16422,Restaurant,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,phương dung - cơm đảo gà rang & chim quay - tống duy tân,kg_20260602_172448,offline
cuisine:Cơm Đảo !,Cuisine,Cơm Đảo !,cơm đảo !,kg_20260602_172448,offline
restaurant:60874,Restaurant,Hoàng Văn - Cơm Rang & Phở Bò - Định Công,hoàng văn - cơm rang & phở bò - định công,kg_20260602_172448,offline
cuisine:thực đơn,Cuisine,thực đơn,thực đơn,kg_20260602_172448,offline
restaurant:13942,Restaurant,Phở Bò & Cơm Rang - Nguyễn Trãi,phở bò & cơm rang - nguyễn trãi,kg_20260602_172448,offline
cuisine:Combo cùng Cocacola 70000,Cuisine,Combo cùng Cocacola 70000,combo cùng cocacola 70000,kg_20260602_172448,offline
restaurant:29659,Restaurant,Bánh Cuốn Phủ Lý - Dương Văn Bé,bánh cuốn phủ lý - dương văn bé,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:35452,Restaurant,Út Béo - Bún Đậu Mẹt & Cơm - Ngõ Thái Thịnh 1,út béo - bún đậu mẹt & cơm - ngõ thái thịnh 1,kg_20260602_172448,offline
cuisine:Combo,Cuisine,Combo,combo,kg_20260602_172448,offline
restaurant:81993,Restaurant,Thành Tâm Quán - Phở & Cơm Rang - Định Công Hạ,thành tâm quán - phở & cơm rang - định công hạ,kg_20260602_172448,offline
cuisine:Bún Bò Huế,Cuisine,Bún Bò Huế,bún bò huế,kg_20260602_172448,offline
restaurant:21980,Restaurant,H&A Quán - Bún Đậu & Nem Nướng - Vĩnh Tuy,h&a quán - bún đậu & nem nướng - vĩnh tuy,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:114833,Restaurant,Cơm Ngon Xuân Trường - Giáp Nhị,cơm ngon xuân trường - giáp nhị,kg_20260602_172448,offline
cuisine:menu,Cuisine,menu,menu,kg_20260602_172448,offline
restaurant:87272,Restaurant,"Thành Tâm Quán - Cơm Rang, Phở Bò & Bún Bò Huế - Định Công Thượng","thành tâm quán - cơm rang, phở bò & bún bò huế - định công thượng",kg_20260602_172448,offline
cuisine:Bún Bò Huế Chuẩn Vị Huế,Cuisine,Bún Bò Huế Chuẩn Vị Huế,bún bò huế chuẩn vị huế,kg_20260602_172448,offline
restaurant:115272,Restaurant,"He Na Quán - Bánh Cuốn, Bún Chả & Gà Tần - Núi Trúc","he na quán - bánh cuốn, bún chả & gà tần - núi trúc",kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:130463,Restaurant,Thanh Hà Food - Phở Cuốn & Bún Trộn - Đại Từ,thanh hà food - phở cuốn & bún trộn - đại từ,kg_20260602_172448,offline
cuisine:Bún trộn,Cuisine,Bún trộn,bún trộn,kg_20260602_172448,offline
restaurant:68548,Restaurant,Bánh Cuốn Nóng - Bún Chả & Mỳ Gà Tần - Chính Kinh,bánh cuốn nóng - bún chả & mỳ gà tần - chính kinh,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:135607,Restaurant,Bánh Cuốn & Bún Chả - Bếp Cô Hằng - Vĩnh Hưng,bánh cuốn & bún chả - bếp cô hằng - vĩnh hưng,kg_20260602_172448,offline
cuisine:Bánh Cuốn,Cuisine,Bánh Cuốn,bánh cuốn,kg_20260602_172448,offline
restaurant:80920,Restaurant,Cồ Cử Phở Bò - Cơm Rang - Kim Giang,cồ cử phở bò - cơm rang - kim giang,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:123914,Restaurant,Ling Ling Foody - Gà Rán & Mỳ Cay - Vĩnh Hưng,ling ling foody - gà rán & mỳ cay - vĩnh hưng,kg_20260602_172448,offline
cuisine:CSKH,Cuisine,CSKH,cskh,kg_20260602_172448,offline
restaurant:81712,Restaurant,Nhà Hàng Văn Đô - Cơm Văn Phòng - Ngọc Khánh,nhà hàng văn đô - cơm văn phòng - ngọc khánh,kg_20260602_172448,offline
cuisine:Cơm Suất,Cuisine,Cơm Suất,cơm suất,kg_20260602_172448,offline
restaurant:119113,Restaurant,Phở Cuốn Ngũ Xã Hải Yến - Vũ Tông Phan,phở cuốn ngũ xã hải yến - vũ tông phan,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:123573,Restaurant,"Minh Huy - Bánh Cuốn, Bún Chả & Bún Miến Ngan - Vũ Tông Phan","minh huy - bánh cuốn, bún chả & bún miến ngan - vũ tông phan",kg_20260602_172448,offline
cuisine:Bánh Cuốn,Cuisine,Bánh Cuốn,bánh cuốn,kg_20260602_172448,offline
restaurant:8200,Restaurant,Phở bò - Cơm rang Duy Nhất - Huỳnh Thúc Kháng,phở bò - cơm rang duy nhất - huỳnh thúc kháng,kg_20260602_172448,offline
cuisine:PEPSI CỰC ĐÃ - QUÁN CỰC CHẤT,Cuisine,PEPSI CỰC ĐÃ - QUÁN CỰC CHẤT,pepsi cực đã - quán cực chất,kg_20260602_172448,offline
restaurant:78300,Restaurant,Bánh Cuốn Nóng & Bún Chả - Ngọc Hà,bánh cuốn nóng & bún chả - ngọc hà,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:20601,Restaurant,"Bánh Cuốn Nóng, Bún Chả & Gà Tần - 156 Kim Giang","bánh cuốn nóng, bún chả & gà tần - 156 kim giang",kg_20260602_172448,offline
cuisine:COMBO CÙNG COCA,Cuisine,COMBO CÙNG COCA,combo cùng coca,kg_20260602_172448,offline
restaurant:9568,Restaurant,"Bún Chả, Bánh Cuốn Nóng, Gà Tần - Ba Duy - Kim Giang","bún chả, bánh cuốn nóng, gà tần - ba duy - kim giang",kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:12952,Restaurant,KCC - Phở - Cơm Rang - Nguyên Hồng,kcc - phở - cơm rang - nguyên hồng,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:69613,Restaurant,Bánh Cuốn Nóng Gia Truyền - Đội Cấn,bánh cuốn nóng gia truyền - đội cấn,kg_20260602_172448,offline
cuisine:Thực Đơn,Cuisine,Thực Đơn,thực đơn,kg_20260602_172448,offline
restaurant:14120,Restaurant,KCC - Phở & Cơm Gà Xối Mắm - Đội Cấn,kcc - phở & cơm gà xối mắm - đội cấn,kg_20260602_172448,offline
cuisine:CƠM RANG,Cuisine,CƠM RANG,cơm rang,kg_20260602_172448,offline
restaurant:2282,Restaurant,Phở Bò Cơm Rang Nhân Hòa - Nguyễn Huy Tưởng,phở bò cơm rang nhân hòa - nguyễn huy tưởng,kg_20260602_172448,offline
cuisine:Combo Cùng Coca,Cuisine,Combo Cùng Coca,combo cùng coca,kg_20260602_172448,offline
restaurant:76776,Restaurant,Bánh Cuốn Nóng & Bún Chả - Nguyễn Ngọc Vũ,bánh cuốn nóng & bún chả - nguyễn ngọc vũ,kg_20260602_172448,offline
cuisine:bánh cuốn,Cuisine,bánh cuốn,bánh cuốn,kg_20260602_172448,offline
restaurant:102812,Restaurant,Bánh Cuốn Bà Hy - Khu Đô Thị Bắc Linh Đàm,bánh cuốn bà hy - khu đô thị bắc linh đàm,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:130643,Restaurant,Guu Chicken - Cơm Gà & Gà Rán - Ngõ Tự Do,guu chicken - cơm gà & gà rán - ngõ tự do,kg_20260602_172448,offline
cuisine:Ưu Đãi Độc Quyền,Cuisine,Ưu Đãi Độc Quyền,ưu đãi độc quyền,kg_20260602_172448,offline
restaurant:8432,Restaurant,Quán Cơm 78 - Ngõ Tự Do,quán cơm 78 - ngõ tự do,kg_20260602_172448,offline
cuisine:Ăn thả ga cùng Cocacola,Cuisine,Ăn thả ga cùng Cocacola,ăn thả ga cùng cocacola,kg_20260602_172448,offline
restaurant:106675,Restaurant,Cơm Đảo Làng Mai - Chợ Khương Thượng,cơm đảo làng mai - chợ khương thượng,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:102294,Restaurant,Bếp Cô Thảo - Cơm Văn Phòng Tự Chọn - Lò Đúc,bếp cô thảo - cơm văn phòng tự chọn - lò đúc,kg_20260602_172448,offline
cuisine:Cơm Suất,Cuisine,Cơm Suất,cơm suất,kg_20260602_172448,offline
restaurant:15897,Restaurant,Vịt 29 - 29 Food - Cơm Phở -Nguyễn Thượng Hiền,vịt 29 - 29 food - cơm phở -nguyễn thượng hiền,kg_20260602_172448,offline
cuisine:MÓN ĂN NHANH,Cuisine,MÓN ĂN NHANH,món ăn nhanh,kg_20260602_172448,offline
restaurant:130509,Restaurant,Guu Chicken - Cơm Gà & Gà Rán - Tam Khương,guu chicken - cơm gà & gà rán - tam khương,kg_20260602_172448,offline
cuisine:Món Ngon Đang Khuyến Mại,Cuisine,Món Ngon Đang Khuyến Mại,món ngon đang khuyến mại,kg_20260602_172448,offline
restaurant:135845,Restaurant,"Gỏi Nhà Kem - Gỏi Cuốn, Cơm Trộn & Bún Trộn - Thổ Quan","gỏi nhà kem - gỏi cuốn, cơm trộn & bún trộn - thổ quan",kg_20260602_172448,offline
cuisine:Combo Ngon Hời,Cuisine,Combo Ngon Hời,combo ngon hời,kg_20260602_172448,offline
restaurant:39262,Restaurant,Cơm Gà B&B - Chùa Bộc,cơm gà b&b - chùa bộc,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:17700,Restaurant,Bún Chả Xưa - Lĩnh Nam,bún chả xưa - lĩnh nam,kg_20260602_172448,offline
cuisine:Bún Chả,Cuisine,Bún Chả,bún chả,kg_20260602_172448,offline
restaurant:98870,Restaurant,Tứ Quý - Phở Bò & Cơm Rang - Trịnh Đình Cửu,tứ quý - phở bò & cơm rang - trịnh đình cửu,kg_20260602_172448,offline
cuisine:Phở Bò,Cuisine,Phở Bò,phở bò,kg_20260602_172448,offline
restaurant:55835,Restaurant,Tiệm Cơm Gà - Trung Liệt,tiệm cơm gà - trung liệt,kg_20260602_172448,offline
cuisine:Cơm,Cuisine,Cơm,cơm,kg_20260602_172448,offline
restaurant:88436,Restaurant,Bún Chả Phúc Tha - Hoàng Mai,bún chả phúc tha - hoàng mai,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:69293,Restaurant,Cơm & Phở Hương Lan - Nguyễn Thái Học,cơm & phở hương lan - nguyễn thái học,kg_20260602_172448,offline
cuisine:Phở,Cuisine,Phở,phở,kg_20260602_172448,offline
restaurant:10307,Restaurant,Cơm Gà Xối Mắm Còn - Dương Văn Bé,cơm gà xối mắm còn - dương văn bé,kg_20260602_172448,offline
cuisine:Món Đang Giảm,Cuisine,Món Đang Giảm,món đang giảm,kg_20260602_172448,offline
restaurant:49400,Restaurant,Tùng Linh Quán - Bún Chả & Bánh Cuốn Nóng - Bùi Xương Trạch,tùng linh quán - bún chả & bánh cuốn nóng - bùi xương trạch,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:88782,Restaurant,Guu Chicken - Cơm Gà & Gà Rán - Khương Hạ,guu chicken - cơm gà & gà rán - khương hạ,kg_20260602_172448,offline
cuisine:Cơm Gà Guu Chicken,Cuisine,Cơm Gà Guu Chicken,cơm gà guu chicken,kg_20260602_172448,offline
restaurant:61570,Restaurant,Bún Chả Quý Anh - Vĩnh Hưng,bún chả quý anh - vĩnh hưng,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:123151,Restaurant,"FoodHub - Mỳ Quảng, Cơm Gà Roti - Hoàng Ngọc Phách","foodhub - mỳ quảng, cơm gà roti - hoàng ngọc phách",kg_20260602_172448,offline
cuisine:Mỳ Quảng,Cuisine,Mỳ Quảng,mỳ quảng,kg_20260602_172448,offline
restaurant:89400,Restaurant,"Bún Chả Linh Anh - Bún Ngan Mọc, Bánh Giò Nóng & Trứng Vịt Lộn - Khương Đình","bún chả linh anh - bún ngan mọc, bánh giò nóng & trứng vịt lộn - khương đình",kg_20260602_172448,offline
cuisine:Bún Chả,Cuisine,Bún Chả,bún chả,kg_20260602_172448,offline
restaurant:89681,Restaurant,Phở Cuốn Diệu Minh - La Thành,phở cuốn diệu minh - la thành,kg_20260602_172448,offline
cuisine:MÓN ĂN VẶT,Cuisine,MÓN ĂN VẶT,món ăn vặt,kg_20260602_172448,offline
restaurant:25452,Restaurant,"Bánh Cuốn Nóng, Bún Đậu Mẹt & Bún Chả - Vĩnh Hưng","bánh cuốn nóng, bún đậu mẹt & bún chả - vĩnh hưng",kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:2267,Restaurant,Gỏi Cuốn - Nem Nướng Hương Béo - Bùi Xương Trạch,gỏi cuốn - nem nướng hương béo - bùi xương trạch,kg_20260602_172448,offline
cuisine:Bún chả Hà Nội,Cuisine,Bún chả Hà Nội,bún chả hà nội,kg_20260602_172448,offline
restaurant:67492,Restaurant,Quán Huyền Béo - Bún Trộn & Cơm Gà Chiên Mắm - Ngõ Trại Cá,quán huyền béo - bún trộn & cơm gà chiên mắm - ngõ trại cá,kg_20260602_172448,offline
cuisine:Lươn,Cuisine,Lươn,lươn,kg_20260602_172448,offline
restaurant:126555,Restaurant,"Quán 92 - Cơm Rang, Phở & Mỳ Chua Cay - Trần Quốc Toản","quán 92 - cơm rang, phở & mỳ chua cay - trần quốc toản",kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:18796,Restaurant,Phở Dung - Bún Chả - Tân Mai,phở dung - bún chả - tân mai,kg_20260602_172448,offline
cuisine:Phở Bò,Cuisine,Phở Bò,phở bò,kg_20260602_172448,offline
restaurant:134250,Restaurant,Bếp Mẹ Bơ - Mỳ Cay Koreno 7 Cấp Độ & Phở Cuốn - Trung Liệt,bếp mẹ bơ - mỳ cay koreno 7 cấp độ & phở cuốn - trung liệt,kg_20260602_172448,offline
cuisine:Mỳ Cay 7 cấp độ,Cuisine,Mỳ Cay 7 cấp độ,mỳ cay 7 cấp độ,kg_20260602_172448,offline
restaurant:134680,Restaurant,Mì Indomie & Phở Cuốn - Lĩnh Nam,mì indomie & phở cuốn - lĩnh nam,kg_20260602_172448,offline
cuisine:Đồ Ăn,Cuisine,Đồ Ăn,đồ ăn,kg_20260602_172448,offline
restaurant:36147,Restaurant,Phở Vịt Quay Tứ Xuyên - Láng Hạ,phở vịt quay tứ xuyên - láng hạ,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:40014,Restaurant,Bún Chả - Bánh Cuốn Chả Nướng - Bùi Xương Trạch,bún chả - bánh cuốn chả nướng - bùi xương trạch,kg_20260602_172448,offline
cuisine:bánh cuốn,Cuisine,bánh cuốn,bánh cuốn,kg_20260602_172448,offline
restaurant:54641,Restaurant,Bún Đậu Chị Hai - Nem Nướng Nha Trang & Phở Cuốn - Nguyễn Ngọc Vũ,bún đậu chị hai - nem nướng nha trang & phở cuốn - nguyễn ngọc vũ,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:37364,Restaurant,Quán Ngon - Gà Tần & Bánh Cuốn Nóng - Tạ Quang Bửu,quán ngon - gà tần & bánh cuốn nóng - tạ quang bửu,kg_20260602_172448,offline
cuisine:Gà,Cuisine,Gà,gà,kg_20260602_172448,offline
restaurant:6930,Restaurant,Kombo cơm niêu Singapore - 46 Trần Đại Nghĩa,kombo cơm niêu singapore - 46 trần đại nghĩa,kg_20260602_172448,offline
cuisine:MÓN PHỤ,Cuisine,MÓN PHỤ,món phụ,kg_20260602_172448,offline
restaurant:42458,Restaurant,Cơm Gà Xối Mỡ Mai Phương - Lê Thanh Nghị,cơm gà xối mỡ mai phương - lê thanh nghị,kg_20260602_172448,offline
cuisine:MENU,Cuisine,MENU,menu,kg_20260602_172448,offline
restaurant:56543,Restaurant,Gà Rán KFC - Lê Thanh Nghị,gà rán kfc - lê thanh nghị,kg_20260602_172448,offline
cuisine:MÓN MỚI MÙA HÈ,Cuisine,MÓN MỚI MÙA HÈ,món mới mùa hè,kg_20260602_172448,offline
restaurant:62951,Restaurant,Bún Cá Măng Cay & Bún Hải Sản Cát Bà - Lê Thanh Nghị,bún cá măng cay & bún hải sản cát bà - lê thanh nghị,kg_20260602_172448,offline
cuisine:Bún Hải Sản,Cuisine,Bún Hải Sản,bún hải sản,kg_20260602_172448,offline
restaurant:31215,Restaurant,Cơm Rang Hải Sơn - Giải Phóng,cơm rang hải sơn - giải phóng,kg_20260602_172448,offline
cuisine:Cơm Rang Gia Truyền Nam Định,Cuisine,Cơm Rang Gia Truyền Nam Định,cơm rang gia truyền nam định,kg_20260602_172448,offline
restaurant:67574,Restaurant,Bánh Tráng Mập - Lê Thanh Nghị,bánh tráng mập - lê thanh nghị,kg_20260602_172448,offline
cuisine:Best Seller,Cuisine,Best Seller,best seller,kg_20260602_172448,offline
restaurant:7160,Restaurant,Bún Chả Mẹ Nga - Vân Hồ 3,bún chả mẹ nga - vân hồ 3,kg_20260602_172448,offline
cuisine:Combo + Coca,Cuisine,Combo + Coca,combo + coca,kg_20260602_172448,offline
restaurant:117526,Restaurant,Bếp Bé Bếu - Cơm & Bánh Mì Nướng Trung Hoa - Lê Thanh Nghị,bếp bé bếu - cơm & bánh mì nướng trung hoa - lê thanh nghị,kg_20260602_172448,offline
cuisine:Cơm,Cuisine,Cơm,cơm,kg_20260602_172448,offline
restaurant:8919,Restaurant,Cơm Sạch Mẹ Shin - Tô Hoàng,cơm sạch mẹ shin - tô hoàng,kg_20260602_172448,offline
cuisine:Combo,Cuisine,Combo,combo,kg_20260602_172448,offline
restaurant:123211,Restaurant,Phạm Gia Food - Cơm Tấm & Lẩu Ly - Trần Đại Nghĩa,phạm gia food - cơm tấm & lẩu ly - trần đại nghĩa,kg_20260602_172448,offline
cuisine:Cơm Tấm,Cuisine,Cơm Tấm,cơm tấm,kg_20260602_172448,offline
restaurant:50258,Restaurant,Tiến Lan - Bún Chả - Đình Đại,tiến lan - bún chả - đình đại,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
restaurant:111026,Restaurant,Cơm Ngon Hà Nội - Bà Triệu,cơm ngon hà nội - bà triệu,kg_20260602_172448,offline
cuisine:Cơm Ngon Cả Ngày,Cuisine,Cơm Ngon Cả Ngày,cơm ngon cả ngày,kg_20260602_172448,offline
restaurant:27416,Restaurant,Bún Chả Minh Béo - Vân Hồ,bún chả minh béo - vân hồ,kg_20260602_172448,offline
cuisine:Menu,Cuisine,Menu,menu,kg_20260602_172448,offline
