id,node_type,name,normalized_name,graph_version,data_version
menu_item:867964,MenuItem,Há Cảo Thịt Nấm,há cảo thịt nấm,kg_20260602_172448,offline
menu_item:867965,MenuItem,Bún Cá Mọc,bún cá mọc,kg_20260602_172448,offline
menu_item:867966,MenuItem,Bánh Đa Cá Mọc Đậu,bánh đa cá mọc đậu,kg_20260602_172448,offline
menu_item:867967,MenuItem,Cơm Gà Sốt Chua Ngọt,cơm gà sốt chua ngọt,kg_20260602_172448,offline
menu_item:867968,MenuItem,Cơm Gà Luộc,cơm gà luộc,kg_20260602_172448,offline
menu_item:867969,MenuItem,Cơm Thịt Rang Trứng Rán Đậu Nhồi,cơm thịt rang trứng rán đậu nhồi,kg_20260602_172448,offline
menu_item:867970,MenuItem,Cơm Gà Rang Gừng,cơm gà rang gừng,kg_20260602_172448,offline
menu_item:867971,MenuItem,Cơm Gà Rán,cơm gà rán,kg_20260602_172448,offline
menu_item:867972,MenuItem,Cơm Thịt Xào Trứng Rán Lá Lốt,cơm thịt xào trứng rán lá lốt,kg_20260602_172448,offline
menu_item:867973,MenuItem,Cơm Cá Kho Trứng Rán Đậu Sốt,cơm cá kho trứng rán đậu sốt,kg_20260602_172448,offline
menu_item:867974,MenuItem,Cơm Gà Xào Xả Ớt,cơm gà xào xả ớt,kg_20260602_172448,offline
menu_item:867981,MenuItem,Cơm Thịt Xào Nấm,cơm thịt xào nấm,kg_20260602_172448,offline
menu_item:7670605,MenuItem,Cơm thịt lợn mường xào xả ớt,cơm thịt lợn mường xào xả ớt,kg_20260602_172448,offline
menu_item:9050411,MenuItem,Cơm thịt kho tàu - trứng cút,cơm thịt kho tàu - trứng cút,kg_20260602_172448,offline
menu_item:9050419,MenuItem,Cơm chả lá lốt vị nhà làm,cơm chả lá lốt vị nhà làm,kg_20260602_172448,offline
menu_item:9050433,MenuItem,Cơm thịt nướng giềng mẻ,cơm thịt nướng giềng mẻ,kg_20260602_172448,offline
menu_item:9050435,MenuItem,Cơm thịt quay giòn bì,cơm thịt quay giòn bì,kg_20260602_172448,offline
menu_item:9050436,MenuItem,Cơm thịt ba chỉ rang cháy cạnh,cơm thịt ba chỉ rang cháy cạnh,kg_20260602_172448,offline
menu_item:7670606,MenuItem,Bún chả truyền thống,bún chả truyền thống,kg_20260602_172448,offline
menu_item:7670608,MenuItem,Bún chả viên,bún chả viên,kg_20260602_172448,offline
menu_item:9050428,MenuItem,Bún chả đặc biệt,bún chả đặc biệt,kg_20260602_172448,offline
menu_item:9050430,MenuItem,Bún chả miếng,bún chả miếng,kg_20260602_172448,offline
menu_item:7670603,MenuItem,Cơm tấm - sườn cốt lết,cơm tấm - sườn cốt lết,kg_20260602_172448,offline
menu_item:7670604,MenuItem,Cơm tấm đặc biệt ( Sườn - Bì - Chả Trứng - Ốp la ),cơm tấm đặc biệt ( sườn - bì - chả trứng - ốp la ),kg_20260602_172448,offline
menu_item:7670609,MenuItem,Cơm tấm - sườn cốt lết - chả trứng,cơm tấm - sườn cốt lết - chả trứng,kg_20260602_172448,offline
menu_item:7670607,MenuItem,Bánh cuốn chả lẫn,bánh cuốn chả lẫn,kg_20260602_172448,offline
menu_item:11563785,MenuItem,Phở bò tái chín nạm,phở bò tái chín nạm,kg_20260602_172448,offline
menu_item:11563786,MenuItem,Phở bò gầu,phở bò gầu,kg_20260602_172448,offline
menu_item:11563787,MenuItem,Phở gà,phở gà,kg_20260602_172448,offline
menu_item:2513690,MenuItem,Xôi Chiên Bọc Nguyên Đùi Gà,xôi chiên bọc nguyên đùi gà,kg_20260602_172448,offline
menu_item:2513691,MenuItem,Xôi Chiên Nhân Đùi Gà Xé,xôi chiên nhân đùi gà xé,kg_20260602_172448,offline
menu_item:2513692,MenuItem,Cơm Rang Kim Chi Bò,cơm rang kim chi bò,kg_20260602_172448,offline
menu_item:2513693,MenuItem,Cơm Rang Kim Chi Xá Xíu,cơm rang kim chi xá xíu,kg_20260602_172448,offline
menu_item:2513694,MenuItem,Cơm Thịt Viên Rim Cà Chua,cơm thịt viên rim cà chua,kg_20260602_172448,offline
menu_item:2513695,MenuItem,Cơm Rang Đùi Gà Sốt Chua Ngọt,cơm rang đùi gà sốt chua ngọt,kg_20260602_172448,offline
menu_item:2513696,MenuItem,Cơm Trắng Sườn Sốt Chua Ngọt,cơm trắng sườn sốt chua ngọt,kg_20260602_172448,offline
menu_item:2513697,MenuItem,Cơm Đùi Gà Sốt Chua Ngọt,cơm đùi gà sốt chua ngọt,kg_20260602_172448,offline
menu_item:2513698,MenuItem,Cơm Rang Thịt Rán Xá Xíu,cơm rang thịt rán xá xíu,kg_20260602_172448,offline
menu_item:2513699,MenuItem,Cơm Rang Sườn Trứng Rim Cay,cơm rang sườn trứng rim cay,kg_20260602_172448,offline
menu_item:2513700,MenuItem,Cơm TRẮng Canh Kim Chi Thịt Bò,cơm trắng canh kim chi thịt bò,kg_20260602_172448,offline
menu_item:2513701,MenuItem,Cơm Trắng Sườn Trứng Rim Cay,cơm trắng sườn trứng rim cay,kg_20260602_172448,offline
menu_item:2513702,MenuItem,Cơm Rang Kim Chi Đùi Gà,cơm rang kim chi đùi gà,kg_20260602_172448,offline
menu_item:2513703,MenuItem,Cơm Trắng Thịt Rán Xá Xíu,cơm trắng thịt rán xá xíu,kg_20260602_172448,offline
menu_item:2513704,MenuItem,Cơm Rang Dưa Xào Bò,cơm rang dưa xào bò,kg_20260602_172448,offline
menu_item:2513705,MenuItem,Cơm Rang Đùi Gà Rán,cơm rang đùi gà rán,kg_20260602_172448,offline
menu_item:2513706,MenuItem,Cơm Rang Sườn Sốt Chua Ngọt,cơm rang sườn sốt chua ngọt,kg_20260602_172448,offline
menu_item:2513707,MenuItem,Cơm Nóng Canh Kim Chi Sườn Cay,cơm nóng canh kim chi sườn cay,kg_20260602_172448,offline
menu_item:2513708,MenuItem,Cơm Trắng Rau Cải Xào Thịt Bò,cơm trắng rau cải xào thịt bò,kg_20260602_172448,offline
menu_item:2513709,MenuItem,Cơm Trắng Dưa Xào Bò,cơm trắng dưa xào bò,kg_20260602_172448,offline
menu_item:2513710,MenuItem,Cơm Rang Thịt Viên Rim Cà Chua,cơm rang thịt viên rim cà chua,kg_20260602_172448,offline
menu_item:2513711,MenuItem,Cơm Rang Rau Cải Xào Thịt Bò,cơm rang rau cải xào thịt bò,kg_20260602_172448,offline
menu_item:2513712,MenuItem,Cơm Đùi Gà Nướng,cơm đùi gà nướng,kg_20260602_172448,offline
menu_item:2513718,MenuItem,Mỳ Xào Rau Cải Thịt Bò,mỳ xào rau cải thịt bò,kg_20260602_172448,offline
menu_item:2513719,MenuItem,Mỳ Udon Xào Kim Chi Bò Cay,mỳ udon xào kim chi bò cay,kg_20260602_172448,offline
menu_item:2513720,MenuItem,Mỳ Udon Xào Rau Cải Bò,mỳ udon xào rau cải bò,kg_20260602_172448,offline
menu_item:2513721,MenuItem,Mỳ Trộn Kim Chi Bò,mỳ trộn kim chi bò,kg_20260602_172448,offline
menu_item:2513724,MenuItem,Set 10 Nem Chua Rán,set 10 nem chua rán,kg_20260602_172448,offline
menu_item:2513728,MenuItem,Đùi Gà Rán,đùi gà rán,kg_20260602_172448,offline
menu_item:2513729,MenuItem,Set 5 Phô Mai Que,set 5 phô mai que,kg_20260602_172448,offline
menu_item:2513732,MenuItem,Ngô Xào Tép 2 Suất,ngô xào tép 2 suất,kg_20260602_172448,offline
menu_item:2513734,MenuItem,Bánh Bao Chay Chiên Kèm Sữa Chấm,bánh bao chay chiên kèm sữa chấm,kg_20260602_172448,offline
menu_item:394469,MenuItem,Phở Chín,phở chín,kg_20260602_172448,offline
menu_item:394470,MenuItem,Phở Tái,phở tái,kg_20260602_172448,offline
menu_item:394471,MenuItem,Phở Tái Chín,phở tái chín,kg_20260602_172448,offline
menu_item:394472,MenuItem,Phở Tái Nạm,phở tái nạm,kg_20260602_172448,offline
menu_item:394473,MenuItem,Phở Tái Bắp,phở tái bắp,kg_20260602_172448,offline
menu_item:394474,MenuItem,Phở Tái Lăn,phở tái lăn,kg_20260602_172448,offline
menu_item:394475,MenuItem,Phở Tái Gầu,phở tái gầu,kg_20260602_172448,offline
menu_item:394476,MenuItem,Phở Bắp Nạm,phở bắp nạm,kg_20260602_172448,offline
menu_item:394477,MenuItem,Phở Đặc Biệt,phở đặc biệt,kg_20260602_172448,offline
menu_item:394457,MenuItem,Cơm Gà Xối Mắm,cơm gà xối mắm,kg_20260602_172448,offline
menu_item:394459,MenuItem,Cơm Rang Thập Cẩm,cơm rang thập cẩm,kg_20260602_172448,offline
menu_item:394460,MenuItem,Cơm Rang Dưa Bò,cơm rang dưa bò,kg_20260602_172448,offline
menu_item:394461,MenuItem,Phở Xào Mềm,phở xào mềm,kg_20260602_172448,offline
menu_item:394462,MenuItem,Cơm Rang Cải Bò,cơm rang cải bò,kg_20260602_172448,offline
menu_item:394464,MenuItem,Đùi Gà Sốt,đùi gà sốt,kg_20260602_172448,offline
menu_item:394466,MenuItem,Cơm Sườn Sốt Ngũ Vị,cơm sườn sốt ngũ vị,kg_20260602_172448,offline
menu_item:394467,MenuItem,Mì xào mềm,mì xào mềm,kg_20260602_172448,offline
menu_item:4580862,MenuItem,Trứng Ốp (2 Quả),trứng ốp (2 quả),kg_20260602_172448,offline
menu_item:4580864,MenuItem,Mì Xào Mềm,mì xào mềm,kg_20260602_172448,offline
menu_item:394483,MenuItem,Cơm Rang Thập Cẩm - Coca,cơm rang thập cẩm - coca,kg_20260602_172448,offline
menu_item:4487874,MenuItem,Combo cơm thịt sốt chua ngọt -1 cocacola,combo cơm thịt sốt chua ngọt -1 cocacola,kg_20260602_172448,offline
menu_item:4487876,MenuItem,Combo cơm chả cá sốt -1 fanta,combo cơm chả cá sốt -1 fanta,kg_20260602_172448,offline
menu_item:4487877,MenuItem,Cơm thịt kho - 01 coca,cơm thịt kho - 01 coca,kg_20260602_172448,offline
menu_item:4487878,MenuItem,Combo cơm thập cẩm - 1 sprite chai,combo cơm thập cẩm - 1 sprite chai,kg_20260602_172448,offline
menu_item:4487879,MenuItem,Compo cơm thập cẩm - 1 coca chai,compo cơm thập cẩm - 1 coca chai,kg_20260602_172448,offline
menu_item:4487880,MenuItem,"Cơm gà sốt chua ngọt, trứng rán","cơm gà sốt chua ngọt, trứng rán",kg_20260602_172448,offline
menu_item:4487882,MenuItem,"Cơm thịt sốt chua ngọt, đậu nhồi thịt","cơm thịt sốt chua ngọt, đậu nhồi thịt",kg_20260602_172448,offline
menu_item:4487883,MenuItem,Cơm thịt kho - trứng,cơm thịt kho - trứng,kg_20260602_172448,offline
menu_item:4487884,MenuItem,Cơm Thịt băm rim - món phụ,cơm thịt băm rim - món phụ,kg_20260602_172448,offline
menu_item:4487885,MenuItem,Cơm Sườn sốt chua ngọt - món phụ,cơm sườn sốt chua ngọt - món phụ,kg_20260602_172448,offline
menu_item:4487886,MenuItem,Cơm gà rang gừng - đậu sốt,cơm gà rang gừng - đậu sốt,kg_20260602_172448,offline
menu_item:4487887,MenuItem,"Cơm Thịt rang, Món phụ","cơm thịt rang, món phụ",kg_20260602_172448,offline
menu_item:4487888,MenuItem,Cơm cá cơm sốt - 2 món phụ,cơm cá cơm sốt - 2 món phụ,kg_20260602_172448,offline
menu_item:4487889,MenuItem,Cơm đậu nhồi thịt - trứng rán,cơm đậu nhồi thịt - trứng rán,kg_20260602_172448,offline
menu_item:4487890,MenuItem,"Cơm nem cuốn, món phụ","cơm nem cuốn, món phụ",kg_20260602_172448,offline
menu_item:4487891,MenuItem,"Cơm thịt rang, đậu phụ sốt","cơm thịt rang, đậu phụ sốt",kg_20260602_172448,offline
menu_item:4487892,MenuItem,Cơm cá nục rán- Món Phụ,cơm cá nục rán- món phụ,kg_20260602_172448,offline
menu_item:4487895,MenuItem,Cơm chả cá sốt - món phụ,cơm chả cá sốt - món phụ,kg_20260602_172448,offline
menu_item:4487896,MenuItem,Cơm bò xào cần tỏi - trứng rán,cơm bò xào cần tỏi - trứng rán,kg_20260602_172448,offline
menu_item:4487897,MenuItem,Cơm gà xào sả ớt - món phụ,cơm gà xào sả ớt - món phụ,kg_20260602_172448,offline
menu_item:4487898,MenuItem,Cơm thịt xiên - món phụ,cơm thịt xiên - món phụ,kg_20260602_172448,offline
menu_item:7582731,MenuItem,Cơm rang dưa bò (best seller),cơm rang dưa bò (best seller),kg_20260602_172448,offline
menu_item:7582732,MenuItem,Cơm rang dưa bò - 1 trứng ốp,cơm rang dưa bò - 1 trứng ốp,kg_20260602_172448,offline
menu_item:7582733,MenuItem,Cơm rang cải bò,cơm rang cải bò,kg_20260602_172448,offline
menu_item:7582734,MenuItem,Cơm rang đùi gà xối mắm,cơm rang đùi gà xối mắm,kg_20260602_172448,offline
menu_item:7582735,MenuItem,Cơm rang cải bò - 1 trứng ốp,cơm rang cải bò - 1 trứng ốp,kg_20260602_172448,offline
menu_item:7582736,MenuItem,Cơm rang đùi gà xối mắm - 1 trứng ốp,cơm rang đùi gà xối mắm - 1 trứng ốp,kg_20260602_172448,offline
menu_item:7582737,MenuItem,Cơm rang thập cẩm - 1 trứng ốp,cơm rang thập cẩm - 1 trứng ốp,kg_20260602_172448,offline
menu_item:7582738,MenuItem,Cơm rang thập cẩm bò,cơm rang thập cẩm bò,kg_20260602_172448,offline
menu_item:7582739,MenuItem,Cơm rang thập cẩm (Best seller),cơm rang thập cẩm (best seller),kg_20260602_172448,offline
menu_item:7582741,MenuItem,Cơm rang dưa bò - coca,cơm rang dưa bò - coca,kg_20260602_172448,offline
menu_item:7582742,MenuItem,Cơm rang cải bò - coca,cơm rang cải bò - coca,kg_20260602_172448,offline
menu_item:7582743,MenuItem,Bún bò Huế tô nhỏ không móng,bún bò huế tô nhỏ không móng,kg_20260602_172448,offline
menu_item:7582744,MenuItem,Bún tô vừa,bún tô vừa,kg_20260602_172448,offline
menu_item:7582745,MenuItem,Bún tô lớn,bún tô lớn,kg_20260602_172448,offline
menu_item:7582746,MenuItem,Tô đặc biệt,tô đặc biệt,kg_20260602_172448,offline
menu_item:7582751,MenuItem,Phở tái,phở tái,kg_20260602_172448,offline
menu_item:7582752,MenuItem,Tái chín,tái chín,kg_20260602_172448,offline
menu_item:7582753,MenuItem,Tái nạm,tái nạm,kg_20260602_172448,offline
menu_item:7582754,MenuItem,Tái lăn,tái lăn,kg_20260602_172448,offline
menu_item:7582755,MenuItem,Mì bò tái,mì bò tái,kg_20260602_172448,offline
menu_item:7582747,MenuItem,phở xào,phở xào,kg_20260602_172448,offline
menu_item:7582748,MenuItem,Mì xào cải bò,mì xào cải bò,kg_20260602_172448,offline
menu_item:10917632,MenuItem,Bún riêu cua đặc biệt tặng 1 chai hạt chia 30k,bún riêu cua đặc biệt tặng 1 chai hạt chia 30k,kg_20260602_172448,offline
menu_item:10917633,MenuItem,Bún riêu cua tặng 1 chai nước hạt chia 20k,bún riêu cua tặng 1 chai nước hạt chia 20k,kg_20260602_172448,offline
menu_item:10917635,MenuItem,Bún riêu cua mọc ốc tặng 1 chai nước hạt chia 20k,bún riêu cua mọc ốc tặng 1 chai nước hạt chia 20k,kg_20260602_172448,offline
menu_item:10917637,MenuItem,Phở xào giòn ngập thịt bò tặng 1 chai nước hạt chia,phở xào giòn ngập thịt bò tặng 1 chai nước hạt chia,kg_20260602_172448,offline
menu_item:10917638,MenuItem,Mọc ốc,mọc ốc,kg_20260602_172448,offline
menu_item:10917639,MenuItem,Mọc thịt,mọc thịt,kg_20260602_172448,offline
menu_item:10917640,MenuItem,Tóp mỡ chiên giòn,tóp mỡ chiên giòn,kg_20260602_172448,offline
menu_item:10917641,MenuItem,Khoai tây lắc phô mai tặng 1 chai nước hạt chia,khoai tây lắc phô mai tặng 1 chai nước hạt chia,kg_20260602_172448,offline
menu_item:10917644,MenuItem,Bánh đa cua Hải Phòng tặng 1 chai nước hạt chia 30k,bánh đa cua hải phòng tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917646,MenuItem,Bún riêu cua ốc tặng 1 nước hạt chia 30k,bún riêu cua ốc tặng 1 nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917647,MenuItem,Chả cá chiên giòn,chả cá chiên giòn,kg_20260602_172448,offline
menu_item:10917649,MenuItem,Giò,giò,kg_20260602_172448,offline
menu_item:10917650,MenuItem,Bánh đa cua thập cẩm tặng 1 chai nước hạt chia 30k,bánh đa cua thập cẩm tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917651,MenuItem,Thịt bò,thịt bò,kg_20260602_172448,offline
menu_item:10917653,MenuItem,Bún riêu cua cá tặng 1 chai nước hạt chia 30k,bún riêu cua cá tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917654,MenuItem,Bún riêu cua giò tai tặng 1 chai nước hạt chia 30k,bún riêu cua giò tai tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917655,MenuItem,Bún riêu cua mọc thịt tặng 1 chai nước hạt chia 30k,bún riêu cua mọc thịt tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917656,MenuItem,Bún riêu cua bò tặng 1 chai nước hạt chia 30k,bún riêu cua bò tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917657,MenuItem,Bún riêu cua chả cá tặng 1 chai nước hạt chia 30k,bún riêu cua chả cá tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917658,MenuItem,Cơm rang dưa bò ngập thịt tặng 1 chai nước hạt chia 30k,cơm rang dưa bò ngập thịt tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917660,MenuItem,Bún riêu ốc tặng 1 chai nước hạt chia 30k,bún riêu ốc tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917661,MenuItem,Cơm đảo ngập thịt bò tặng 1 chai nước hạt chia 30k,cơm đảo ngập thịt bò tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917662,MenuItem,Cá rô chiên giòn,cá rô chiên giòn,kg_20260602_172448,offline
menu_item:10917664,MenuItem,Mỳ xào ngập thịt bò tặng 1 chai nước hạt chia 30k,mỳ xào ngập thịt bò tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917665,MenuItem,Bún riêu ốc đặc biệt tặng 1 chai nước hạt chia 20k,bún riêu ốc đặc biệt tặng 1 chai nước hạt chia 20k,kg_20260602_172448,offline
menu_item:10939343,MenuItem,Bánh Đa Cua ngập tràn topping tặng 1 chai nước hạt chia 30k,bánh đa cua ngập tràn topping tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11247649,MenuItem,Bún riêu cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,bún riêu cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11247661,MenuItem,Bánh Đa cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,bánh đa cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11247668,MenuItem,Miến cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,miến cua trộn ngập tràn topping tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11467845,MenuItem,Mỳ cua trộn ngập bò tràn topping tặng 1 ly nước hạt chia 30k,mỳ cua trộn ngập bò tràn topping tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11467847,MenuItem,Phở cua Trộn ngập bò tràn topping tặng 1 ly nước hạt chia 30k,phở cua trộn ngập bò tràn topping tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11467861,MenuItem,Bún cá ngập tràn cá tặng 1 ly nước hạt chia 30k,bún cá ngập tràn cá tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11472266,MenuItem,Bún riêu cua tặng 1 ly nước hạt chia 30k,bún riêu cua tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11627239,MenuItem,Cơm rang trứng ngập trứng tặng 1 ly nước hạt chia 30k,cơm rang trứng ngập trứng tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11627243,MenuItem,Cơm rang thập cẩm ngập topping tặng 1 ly nước hạt chia 30k,cơm rang thập cẩm ngập topping tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11849758,MenuItem,Bún Giả Cầy Đặc Biệt tặng 1 ly nước hạt chia 30k,bún giả cầy đặc biệt tặng 1 ly nước hạt chia 30k,kg_20260602_172448,offline
menu_item:10917676,MenuItem,Phở xào thịt bò chay tặng 1 chai nước hạt chia 30k,phở xào thịt bò chay tặng 1 chai nước hạt chia 30k,kg_20260602_172448,offline
menu_item:11127183,MenuItem,Bún thang trứng mọc giò,bún thang trứng mọc giò,kg_20260602_172448,offline
menu_item:11127184,MenuItem,Bún thang gà lườn,bún thang gà lườn,kg_20260602_172448,offline
menu_item:11127185,MenuItem,Bún thang gà lẫn,bún thang gà lẫn,kg_20260602_172448,offline
menu_item:11127186,MenuItem,Bún thang gà lưng,bún thang gà lưng,kg_20260602_172448,offline
menu_item:11127187,MenuItem,Bún thang gà cánh,bún thang gà cánh,kg_20260602_172448,offline
menu_item:11127188,MenuItem,Bún thang gà tràng trứng,bún thang gà tràng trứng,kg_20260602_172448,offline
menu_item:11127189,MenuItem,Bún thang gà đùi,bún thang gà đùi,kg_20260602_172448,offline
menu_item:11127190,MenuItem,Bún thang đặc biệt,bún thang đặc biệt,kg_20260602_172448,offline
menu_item:11127200,MenuItem,Bún gà lườn,bún gà lườn,kg_20260602_172448,offline
menu_item:11127201,MenuItem,Bún gà lẫn,bún gà lẫn,kg_20260602_172448,offline
menu_item:11127202,MenuItem,Bún gà cánh,bún gà cánh,kg_20260602_172448,offline
menu_item:11127203,MenuItem,Bún gà lưng,bún gà lưng,kg_20260602_172448,offline
menu_item:11127204,MenuItem,Bún gà mọc,bún gà mọc,kg_20260602_172448,offline
menu_item:11127205,MenuItem,Bún gà đùi,bún gà đùi,kg_20260602_172448,offline
menu_item:11127206,MenuItem,Bún gà tràng trứng,bún gà tràng trứng,kg_20260602_172448,offline
menu_item:11127207,MenuItem,Bún đặc biệt,bún đặc biệt,kg_20260602_172448,offline
menu_item:11127217,MenuItem,Mì tôm gà lườn,mì tôm gà lườn,kg_20260602_172448,offline
menu_item:11127218,MenuItem,Mì tôm gà lẫn,mì tôm gà lẫn,kg_20260602_172448,offline
menu_item:11127219,MenuItem,Mì tôm gà cánh,mì tôm gà cánh,kg_20260602_172448,offline
menu_item:11127220,MenuItem,Mì tôm gà lưng,mì tôm gà lưng,kg_20260602_172448,offline
menu_item:11127221,MenuItem,Mì tôm phao câu,mì tôm phao câu,kg_20260602_172448,offline
menu_item:11127222,MenuItem,Mì tôm gà mọc,mì tôm gà mọc,kg_20260602_172448,offline
menu_item:11127223,MenuItem,Mì tôm gà đùi,mì tôm gà đùi,kg_20260602_172448,offline
menu_item:11127224,MenuItem,Mì tôm gà tràng trứng,mì tôm gà tràng trứng,kg_20260602_172448,offline
menu_item:11127225,MenuItem,Mì tôm đặc biệt,mì tôm đặc biệt,kg_20260602_172448,offline
menu_item:11127208,MenuItem,Miến gà lườn,miến gà lườn,kg_20260602_172448,offline
menu_item:11127209,MenuItem,Miến gà lẫn,miến gà lẫn,kg_20260602_172448,offline
menu_item:11127210,MenuItem,Miến gà cánh,miến gà cánh,kg_20260602_172448,offline
menu_item:11127211,MenuItem,Miến gà lưng,miến gà lưng,kg_20260602_172448,offline
menu_item:11127212,MenuItem,Miến phao câu,miến phao câu,kg_20260602_172448,offline
menu_item:11127213,MenuItem,Miến gà mọc,miến gà mọc,kg_20260602_172448,offline
menu_item:11127214,MenuItem,Miến gà đùi,miến gà đùi,kg_20260602_172448,offline
menu_item:11127215,MenuItem,Miến gà tràng trứng,miến gà tràng trứng,kg_20260602_172448,offline
menu_item:11127216,MenuItem,Miến đặc biệt,miến đặc biệt,kg_20260602_172448,offline
menu_item:11127159,MenuItem,Cơm cánh ức gà xối mỡ,cơm cánh ức gà xối mỡ,kg_20260602_172448,offline
menu_item:11127160,MenuItem,Cơm đùi gà góc tư xối mỡ,cơm đùi gà góc tư xối mỡ,kg_20260602_172448,offline
menu_item:11127161,MenuItem,Cơm cánh ức gà chiên mắm,cơm cánh ức gà chiên mắm,kg_20260602_172448,offline
menu_item:11127162,MenuItem,Cơm đùi gà góc tư chiên mắm,cơm đùi gà góc tư chiên mắm,kg_20260602_172448,offline
menu_item:11127163,MenuItem,Cơm gà Hải Nam - cánh ức,cơm gà hải nam - cánh ức,kg_20260602_172448,offline
menu_item:11127164,MenuItem,Cơm gà Hải Nam - đùi góc tư,cơm gà hải nam - đùi góc tư,kg_20260602_172448,offline
menu_item:11127165,MenuItem,Cơm gà xé Hội An,cơm gà xé hội an,kg_20260602_172448,offline
menu_item:11127166,MenuItem,Cơm gà sốt nấm,cơm gà sốt nấm,kg_20260602_172448,offline
menu_item:11127167,MenuItem,Cơm bò lúc lắc,cơm bò lúc lắc,kg_20260602_172448,offline
menu_item:11127168,MenuItem,Cơm bò sốt tiêu,cơm bò sốt tiêu,kg_20260602_172448,offline
menu_item:11127169,MenuItem,Cơm xá xíu,cơm xá xíu,kg_20260602_172448,offline
menu_item:11127170,MenuItem,Cơm sườn,cơm sườn,kg_20260602_172448,offline
menu_item:11127148,MenuItem,Xôi gà lườn,xôi gà lườn,kg_20260602_172448,offline
menu_item:11127149,MenuItem,Xôi gà lẫn,xôi gà lẫn,kg_20260602_172448,offline
menu_item:11127150,MenuItem,Xôi gà cánh,xôi gà cánh,kg_20260602_172448,offline
menu_item:11127151,MenuItem,Xôi gà lưng,xôi gà lưng,kg_20260602_172448,offline
menu_item:11127152,MenuItem,Xôi gà đùi,xôi gà đùi,kg_20260602_172448,offline
menu_item:11127172,MenuItem,Rau xào tỏi,rau xào tỏi,kg_20260602_172448,offline
menu_item:11127173,MenuItem,Bò xào rau cải,bò xào rau cải,kg_20260602_172448,offline
menu_item:11127245,MenuItem,Ngô chiên,ngô chiên,kg_20260602_172448,offline
menu_item:10685727,MenuItem,Cơm gà đùi chiên sốt cay,cơm gà đùi chiên sốt cay,kg_20260602_172448,offline
menu_item:10685729,MenuItem,Cơm cánh gà chiên mắm tỏi,cơm cánh gà chiên mắm tỏi,kg_20260602_172448,offline
menu_item:10685730,MenuItem,Cơm đùi gà chiên sốt chấm Thái,cơm đùi gà chiên sốt chấm thái,kg_20260602_172448,offline
menu_item:10685731,MenuItem,Cơm gà đùi chiên sốt chua ngọt,cơm gà đùi chiên sốt chua ngọt,kg_20260602_172448,offline
menu_item:10685733,MenuItem,Set gà - khoai cô đơn - must try,set gà - khoai cô đơn - must try,kg_20260602_172448,offline
menu_item:10685740,MenuItem,Khoai tây chiên - 150gr,khoai tây chiên - 150gr,kg_20260602_172448,offline
menu_item:10685741,MenuItem,Gà đùi chiên sốt cay - không xương,gà đùi chiên sốt cay - không xương,kg_20260602_172448,offline
menu_item:10685742,MenuItem,Gà viên popcorn,gà viên popcorn,kg_20260602_172448,offline
menu_item:10685743,MenuItem,Gà đùi chiên sốt chua ngọt - không xương,gà đùi chiên sốt chua ngọt - không xương,kg_20260602_172448,offline
menu_item:4235913,MenuItem,Bún chả lá xương sông đày đủ,bún chả lá xương sông đày đủ,kg_20260602_172448,offline
menu_item:4235914,MenuItem,Bún chả lá xương sông thịt miếng,bún chả lá xương sông thịt miếng,kg_20260602_172448,offline
menu_item:4235915,MenuItem,Bún chả lá xương sông thịt băm,bún chả lá xương sông thịt băm,kg_20260602_172448,offline
menu_item:4235916,MenuItem,Bún nem,bún nem,kg_20260602_172448,offline
