store_id,source_name,source_store_key,source_url,source_name_raw,address_raw,match_confidence,note
5117,befood,5117,,Phúc Long - Tạ Quang Bửu,"69 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",high,id gốc từ beFood
5117,foody,https://www.foody.vn/ha-noi/phuc-long-tran-dai-nghia,https://www.foody.vn/ha-noi/phuc-long-tran-dai-nghia,Phúc Long - Tạ Quang Bửu,"69 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",high,match_method=manual_map; crawl_status=ok
5117,google,ChIJG4MNTRKtNTERMdX9_nZCRnY,,Phuc Long Coffee & Tea,"69 Trần Đại Nghĩa, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",high,method=direct_id; place_id=ChIJG4MNTRKtNTERMdX9_nZCRnY; score=None
