store_id,canonical_name,address,lat,lng,ward,district,city,primary_category,status,be_open_time,be_close_time,median_price_vnd,be_rating_avg,be_rating_count,google_name,google_query_name,google_query_address,google_address,google_lat,google_lng,google_rating,google_review_count,google_phone,google_website,google_place_id,google_data_id,google_open_state,google_open_time,google_close_time,google_match_method,google_match_confidence,google_match_score
37364,Quán Ngon - Gà Tần & Bánh Cuốn Nóng - Tạ Quang Bửu,"Số 3A1 Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội, Hai Bà Trưng, Hà Nội",21.00509071,105.8468018,Bách Khoa,Hai Bà Trưng,Hà Nội,mon_truyen_thong_đac_san,active,09:00,22:00,30000,0.0,0,"Hà Anh: Bánh Cuốn Nóng, Gà Tần, Mỳ Gà Tần",Quán Ngon - Gà Tần & Bánh Cuốn Nóng - Tạ Quang Bửu,"Số 3A1 Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội, Hai Bà Trưng, Hà Nội","101 K10B Đ. Nguyễn Hiền, Bách Khoa, Bạch Mai, Hà Nội 11615, Việt Nam",21.0009509,105.8472055,4.3,53,+84 979 241 640,,ChIJgSa2OdmrNTERdN2XjloqtMs,0x3135abd939b62681:0xcbb42a5a8e97dd74,Mở cả ngày,,,direct_id,high,
