store_id,store_key,store_name,rated_at,rating,feedback,source,review_id,name_norm,aspect_scores,sentiment,confidence
33188,33188,Hải Dung - Cơm Rang & Phở Xào - Quỳnh Mai,,4.5,"em ko sao, shop 1 sao :))) note ko hành ko rau, ko những ko làm theo note mà còn rất nhiều hành 🙂",befood_comment,095834879f75f67f,hai-dung-com-rang-pho-xao-quynh-mai,{},neutral,0.0
33188,33188,Hải Dung - Cơm Rang & Phở Xào - Quỳnh Mai,,4.5,đóng gói cẩu thả đến nơi là đổ hết ra túi nilong nếu ko ấn nắp chặt thì đừng để hộp nữa bực mình,befood_comment,02eaa7112958cf39,hai-dung-com-rang-pho-xao-quynh-mai,{},neutral,0.0
33749,33749,Phở Bò 288 - Phở Bò & Cơm Rang - Minh Khai,,4.6,Ngon xỉu,befood_comment,aa81e068436db6eb,pho-bo-288-pho-bo-com-rang-minh-khai,{},neutral,0.0
33749,33749,Phở Bò 288 - Phở Bò & Cơm Rang - Minh Khai,,4.6,Đáng đồng tiền,befood_comment,924169b553160c9d,pho-bo-288-pho-bo-com-rang-minh-khai,{},neutral,0.0
33749,33749,Phở Bò 288 - Phở Bò & Cơm Rang - Minh Khai,,4.6,"phở ăn ok mà làm sai hết món, Sai/Thiếu món",befood_comment,54b9acd8f5a31dd2,pho-bo-288-pho-bo-com-rang-minh-khai,{},neutral,0.0
33749,33749,Phở Bò 288 - Phở Bò & Cơm Rang - Minh Khai,,4.6,mình bỏ thêm tiền để cho thêm cái túi zip quán lại cho vào túi bóng,befood_comment,636b71425e0a2b9e,pho-bo-288-pho-bo-com-rang-minh-khai,{},neutral,0.0
33749,33749,Phở Bò 288 - Phở Bò & Cơm Rang - Minh Khai,,4.6,đặt 2 phở 1 cơm giao 1 phở 1 cơm,befood_comment,2fd1d4191ec259a3,pho-bo-288-pho-bo-com-rang-minh-khai,{},neutral,0.0
22455,22455,Phở Cuốn Hoa Lan - Trần Hưng Đạo,,4.8,"giao phở mà để nước chung như này quả là thằng bán đại ngu!😩, Đóng gói chưa tốt",befood_comment,df2bf85f008c128c,pho-cuon-hoa-lan-tran-hung-dao,{},neutral,0.0
22455,22455,Phở Cuốn Hoa Lan - Trần Hưng Đạo,,4.8,Ngon xỉu,befood_comment,972aa14caeb09cb2,pho-cuon-hoa-lan-tran-hung-dao,{},neutral,0.0
22455,22455,Phở Cuốn Hoa Lan - Trần Hưng Đạo,,4.8,"Sạch sẽ, Đáng đồng tiền, Ngon xỉu, Đóng gói tốt",befood_comment,a0c66728340d293a,pho-cuon-hoa-lan-tran-hung-dao,{},neutral,0.0
