review_id,store_id,source_name,rated_at,rating_5,review_text,is_promo,reviewer,raw_rating_scale,sentiment
be_118180_42,118180,befood,2026-03-06 17:43:00,5.0,"trà sữa đậm trà xịn siêu ngon có deal hời ơi là hờiii, Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,,5,positive
be_118180_43,118180,befood,2026-03-10 14:10:00,5.0,"đồ uống ngon nhưng shop bỏ đá to với hơi nhiều
shop cải thiện phần đá nha, Ngon xỉu",0,,5,positive
be_118180_44,118180,befood,2026-03-08 19:45:00,5.0,"Đáng đồng tiền, Ngon xỉu, Đóng gói tốt, Sạch sẽ",0,,5,positive
be_118180_45,118180,befood,2026-03-07 11:58:00,5.0,"Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt",0,,5,positive
be_118180_46,118180,befood,2026-03-07 11:29:00,5.0,Ngon xỉu,0,,5,positive
be_118180_47,118180,befood,2026-03-07 09:59:00,5.0,"ngonnnnnnnn, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ, Ngon xỉu",0,,5,positive
be_118180_48,118180,befood,2026-03-06 16:58:00,5.0,"Ngon xỉu, Sạch sẽ",0,,5,positive
be_118180_49,118180,befood,2026-03-19 17:35:00,5.0,,0,,5,positive
be_118180_50,118180,befood,2026-03-15 10:46:00,5.0,,0,,5,positive
be_118180_51,118180,befood,2026-03-09 17:04:00,5.0,,0,,5,positive
be_118180_52,118180,befood,2026-03-07 12:42:00,5.0,,0,,5,positive
be_118180_53,118180,befood,2026-03-07 08:32:00,5.0,,0,,5,positive
be_118180_54,118180,befood,2026-03-06 21:19:00,5.0,,0,,5,positive
be_118180_55,118180,befood,2026-03-06 21:11:00,5.0,,0,,5,positive
be_118180_56,118180,befood,2026-03-06 15:15:00,5.0,,0,,5,positive
be_118180_57,118180,befood,2026-02-06 14:25:00,5.0,,0,,5,positive
be_118180_58,118180,befood,2026-01-23 10:42:00,5.0,,0,,5,positive
be_118180_59,118180,befood,2026-01-09 11:17:00,5.0,,0,,5,positive
be_118180_60,118180,befood,2025-12-23 14:13:00,5.0,,0,,5,positive
be_118180_61,118180,befood,2025-12-17 17:27:00,5.0,,0,,5,positive
google_118180_0,118180,google,,5.0,"Trà shan tuyết đậm vị, cafe cũng ngon. Không gian ngồi thoải mái, ấm cúng.

Rất nhiều trà trưng bày đặc biệt. Giá bán cạnh tranh khi order qua app của quán",0,Khanh Nguyen,5,positive
google_118180_1,118180,google,,3.0,"Quán mới, lấn chiếm được vỉa hè trước mặt nên diện tích khá rộng, nhiều chỗ ngồi vỉa hè, khá thoáng. Mỗi tội cụ chủ cắn hơi dày, cả cái vỉa hè gần 100m2 kê kín đặc ghế luôn
Nay vào gọi espresso giá 45k/shot. Định gọi capuchino mà giá hơi mắc 59/69k gì đó. Latte cũng vậy. Nhiều hàng cũng tương đương mà capuchino 45k trung bình thời điểm hiện tại.
Chỗ để xe nhiều, ô tô + xe máy mà nay đi xe máy tự tìm chỗ để cũng ko có nhân viên hướng dẫn, hỗ trợ. Nói chung là kệ mm.
Thanh toán tiền mặt/chuyển khoản, ko có quẹt thẻ. Lạc hậu vãi ra.
Cà phê thì có tí mà cho cái cốc to vãi ra. Nói chung chẳng lẽ cho 2 sao.
Quên, cà phê tự phục vụ bưng bê nhé. Chống chỉ định người nào thích bưng tận bàn",0,Nguyen Tien,5,neutral
google_118180_2,118180,google,,3.0,"Đồ uống ở đây được đúng trà sữa shan tuyết và shan đen còn lại đều dở tệ. Trà double cheese shan nhài đúng kiểu trà cho thêm nước đường xong phủ lớp cheese lên, thật kinh khủng vậy mà bán 65k lận. Quán ở trong siêu bí và chật, không gian không có. Quán hơi ảo giá khi bán 60k cốc nước trong khi không có không gian ngồi và đồ uống thì chán, mình phải dùng từ chán để diễn tả. Mình uống rất nhiều lần để thử vị mới xem có phải do khẩu vị không thì thấy mỗi lần thử đều thất vọng",0,Thu Trà Đặng,5,neutral
google_118180_3,118180,google,,5.0,"Quán cafe có view khá đẹp khi nằm ngay góc ngã 3 đường và ngõ. Quán có vỉa hè rộng rãi, có thể đậu xe máy và ngồi uống cafe cũng như ngắm cảnh đường phố. Bên trong rộng rãi, ấm áp có thể ngồi riêng từng người để làm việc.

Cafe có mức giá khá bình dân, menu đa dạng. Có thể đây là quán có không gian,view cũng nhữ chất lượng và giá phù hợp nhất đường Trần Đại Nghĩa.

Quán xứng đáng đến để trải nghiệm.",0,Juno Tùng,5,positive
google_118180_4,118180,google,,5.0,"Trà siêu ngon , món nào cũng có toping trân châu  dẻo . Các bạn nhân viên thì siêu siêu ngoan và lễ phép . Mình đã chở thành khách ruột ngày nào cũng phải ngồi đây ko có là nhớ rùi 🤭",0,Ha bao vy,5,positive
google_118180_5,118180,google,,1.0,"Uống 2 lần, lần nào cũng tệ. Vì nó tệ nên ngay cả khi mua với giá có voucher thì vẫn ko thấy đáng tiền.
- Uống trà ko thấy có j đặc sắc mà 65K/cốc. - Bơ già dừa non thì ko ngon. Cùng giá đấy ae sang Katinat uống sẽ ngon hơn",0,Hường Nguyễn Thị Thúy,5,negative
google_118180_6,118180,google,,5.0,"Trên cả tuyệt vời. Trà ngon, đậm vị trà. Nhân viên phục vụ thân thiện, nhiệt tình và hỗ trợ khách kịp thời. View khá đẹp và âm nhạc nhẹ nhàng. Mọi người nên đến thử và cảm nhận. Đặc biệt các bạn nhân viên dễ thương lắm ạ.",0,Giang Hương,5,positive
google_118180_7,118180,google,,1.0,"Ngay từ khâu đầu vào bảo vệ nói chuyện đã hãm như bố đời rồi, phản hồi với nhân viên thì ko nói năng gì. Chả hiểu quán này chủ trainning nhân viên ra sao. Làm dịch vụ mà chán chết. Nước uống thì cũng oke",0,Joyce Nguyen,5,negative
