store_id,source_name,source_store_key,source_url,source_name_raw,address_raw,match_confidence,note
118180,befood,118180,,1000M - Trà & Trà Sữa Shan Tuyết Thượng Hạng - Trần Đại Nghĩa,"71B Trần Đại Nghĩa, Phường Bạch Mai, Hà Nội",high,id gốc từ beFood
118180,google,ChIJQyieCQCtNTERqqmnOm-Z-Kg,https://1000m.vn/,1000M Tea&Coffee,"71B Trần Đại Nghĩa Hà Nội, Bạch Mai, Hà Nội 100000, Việt Nam",high,method=direct_id; place_id=ChIJQyieCQCtNTERqqmnOm-Z-Kg; score=None
