store_id,canonical_name,address,lat,lng,ward,district,city,primary_category,status,be_open_time,be_close_time,median_price_vnd,be_rating_avg,be_rating_count,google_name,google_query_name,google_query_address,google_address,google_lat,google_lng,google_rating,google_review_count,google_phone,google_website,google_place_id,google_data_id,google_open_state,google_open_time,google_close_time,google_match_method,google_match_confidence,google_match_score
28819,Highlands Coffee - Trần Đại Nghĩa,"91 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",21.00411034,105.8455963,Bách Khoa,Hai Bà Trưng,Việt Nam,cafe_tea,active,07:30,22:45,39000,4.55,20,Highlands Coffee,Highlands Coffee -  Trần Đại Nghĩa,"91 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","91 Trần Đại Nghĩa, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0048458,105.8459008,4.1,1287,+84 24 7300 1558,https://www.highlandscoffee.com.vn/,ChIJ2eOmu8utNTERJF2ptkp1M1U,0x3135adcbbba6e3d9:0x5533754ab6a95d24,Đang mở cửa · Đóng cửa vào 23:00,07:00,23:00,direct_id,high,
