review_id,store_id,source_name,rated_at,rating_5,review_text,is_promo,reviewer,raw_rating_scale,sentiment
be_28819_21,28819,befood,2026-03-20 14:00:00,5.0,"Ngon xỉu, Sạch sẽ, Đóng gói tốt, Đáng đồng tiền",0,,5,positive
be_28819_22,28819,befood,2026-03-03 15:09:00,2.0,"củ năng như đồ cũ dùng từ hôm qua , trà hnay k được ngon",0,,5,negative
be_28819_23,28819,befood,2026-02-28 13:13:00,1.0,sao cốc freeze mà để cốc như vậy? rồi ăn uông kiểu gì ạ????,0,,5,negative
be_28819_24,28819,befood,2026-03-13 08:08:00,5.0,cx ok,0,,5,positive
be_28819_25,28819,befood,2026-03-03 18:14:00,5.0,"quán giao nhầm đơn, đã gửi hỗ trợ nhưng mấy tiếng sau vẫn ko phản hồi",0,,5,positive
be_28819_26,28819,befood,2026-02-26 21:45:00,3.0,giao nhầm đồ uống,0,,5,neutral
be_28819_27,28819,befood,2026-03-24 10:50:00,5.0,,0,,5,positive
be_28819_28,28819,befood,2026-03-20 14:05:00,5.0,,0,,5,positive
be_28819_29,28819,befood,2026-03-20 11:45:00,5.0,,0,,5,positive
be_28819_30,28819,befood,2026-03-20 07:37:00,5.0,,0,,5,positive
be_28819_31,28819,befood,2026-03-18 17:23:00,5.0,,0,,5,positive
be_28819_32,28819,befood,2026-03-17 03:14:00,5.0,,0,,5,positive
be_28819_33,28819,befood,2026-03-15 19:05:00,5.0,,0,,5,positive
be_28819_34,28819,befood,2026-03-14 14:50:00,5.0,,0,,5,positive
be_28819_35,28819,befood,2026-03-08 14:02:00,5.0,,0,,5,positive
be_28819_36,28819,befood,2026-03-08 13:34:00,5.0,,0,,5,positive
be_28819_37,28819,befood,2026-03-08 01:03:00,5.0,,0,,5,positive
be_28819_38,28819,befood,2026-03-05 19:38:00,5.0,,0,,5,positive
be_28819_39,28819,befood,2026-02-24 19:47:00,5.0,,0,,5,positive
be_28819_40,28819,befood,2026-02-24 11:20:00,5.0,,0,,5,positive
foody_17512612,28819,foody,2023-04-29 00:00:00,5.0,"Highlands Coffee ưu đãi mua 2 tặng 1, giảm 20k trên sản phẩm Highlands Coffee ưu đãi mua 2 tặng 1, giảm 20k trên sản phẩm, nhấn vào link để nhận ngay ưu đãi: https://shorten.asia/2KUEeFgX",1,Chi Nguyễn,10,positive
foody_17401546,28819,foody,2023-03-31 00:00:00,4.0,Highlands Coffee - ĐH Bách Khoa HIGHLANDS COFFEE TẶNG BẠN VOUCHER ƯU ĐÃI ĐẶC BIỆT - MUA 2 TẶNG 1: ÁP DỤNG CHO DÒNG PHINDI VÀ FREEZE - GIẢM 20K CHO ĐƠN 100K - TẶNG PHINDI SIZE M CHO ĐƠN 89K NHẬN VOUCHER ƯU ĐÃI SỐ LƯỢNG CÓ HẠN TRUY CẬP: https://shorten.asia/FvWKCANn,1,Phong Trần,10,positive
foody_6331312,28819,foody,2020-07-12 00:00:00,5.0,"Freeze trà xanh thơm ngon lắm nạ Đây là quán coffee ngon, đây là quán cà phê rất đẹp🤣. Thương hiệu coffee của***này nổi lắm rồi chắc không cần giới thiệu nhiều ạ. Mình uống ở đây từ lần hôm đầu khai trương luôn ấy, cũng là địa điểm quen thuộc để mình và mọi người làm việc vì không gian quán rất thoáng mát, rộng rãi, lại còn gần chỗ mình làm việc ấy. Mình thì hay uống nhất là Freeze trà xanh này, trà sen vàng này. Nắng nóng thế này thì uống Freeze là hợp lắm luôn ấy. Điểm trừ duy nhất là hơi nhiều đá xíu xíu ấy. Các bạn nhân viên rất ngoan và nhiệt tình nữa ạ. Người Việt ủng hộ hàng Việt nữa🤣",0,Thao bae,10,positive
foody_3452021,28819,foody,2019-11-14 00:00:00,4.4,"Highlands Coffee - Đại Học Bách Khoa Highlands thì khỏi phải bàn rồi, mình là khách quen ở đây luôn. Uống rất ngon, vừa miệng, giá cả cũng không quá đắt. Thêm nữa là nhân viên thái độ phục vụ tốt, ord rất nhanh. View quán đẹp, rộng rãi,sang trọng. Cực kì thích vào đây. Nên thử nhé mọi người",0,Lee Ngọc,10,positive
