store_id,source_name,source_store_key,source_url,source_name_raw,address_raw,match_confidence,note
24209,befood,24209,,Nước Dừa Trân Châu Phú Yên - Trần Đại Nghĩa,"63 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",high,id gốc từ beFood
24209,google,ChIJNan-FHasNTERqQITN2_jD-c,,63 Trần Đại Nghĩa,"63 Trần Đại Nghĩa, Bách Khoa, Bạch Mai, Hà Nội 100000, Việt Nam",high,method=direct_id; place_id=ChIJNan-FHasNTERqQITN2_jD-c; score=None
