store_id,canonical_name,address,lat,lng,ward,district,city,primary_category,status,be_open_time,be_close_time,median_price_vnd,be_rating_avg,be_rating_count,google_name,google_query_name,google_query_address,google_address,google_lat,google_lng,google_rating,google_review_count,google_phone,google_website,google_place_id,google_data_id,google_open_state,google_open_time,google_close_time,google_match_method,google_match_confidence,google_match_score
24209,Nước Dừa Trân Châu Phú Yên - Trần Đại Nghĩa,"63 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",21.00665092,105.8453827,Bách Khoa,Hai Bà Trưng,Việt Nam,sinh_to_nuoc_ep_sua,active,07:00,21:30,28000,5.0,2,63 Trần Đại Nghĩa,Nước Dừa Trân Châu Phú Yên - Trần Đại Nghĩa,"63 Phố Trần Đại Nghĩa, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","63 Trần Đại Nghĩa, Bách Khoa, Bạch Mai, Hà Nội 100000, Việt Nam",21.0066526,105.8453804,,,,,ChIJNan-FHasNTERqQITN2_jD-c,0x3135ac7614fea935:0xe70fe36f371302a9,,,,direct_id,high,
