store_id,canonical_name,address,lat,lng,ward,district,city,primary_category,status,be_open_time,be_close_time,median_price_vnd,be_rating_avg,be_rating_count,google_name,google_query_name,google_query_address,google_address,google_lat,google_lng,google_rating,google_review_count,google_phone,google_website,google_place_id,google_data_id,google_open_state,google_open_time,google_close_time,google_match_method,google_match_confidence,google_match_score
27878,Bánh Tráng Nướng Thảo Tồ - Tạ Quang Bửu,"10 Phố Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",21.00597,105.8471832,Bách Khoa,Hai Bà Trưng,Việt Nam,an_vat,active,10:00,10:59,25000,4.2,20,Quán bánh tráng nướng,Bánh Tráng Nướng Thảo Tồ - Tạ Quang Bửu,"10 Phố Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam","3a P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",21.0061411,105.84738779999999,3.5,8,,,ChIJeS1ro2etNTERbI5vCHcUsdE,0x3135ad67a36b2d79:0xd1b11477086f8e6c,,,,direct_id,high,
