store_id,source_name,source_store_key,source_url,source_name_raw,address_raw,match_confidence,note
27878,befood,27878,,Bánh Tráng Nướng Thảo Tồ - Tạ Quang Bửu,"10 Phố Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội, Việt Nam",high,id gốc từ beFood
27878,google,ChIJeS1ro2etNTERbI5vCHcUsdE,,Quán bánh tráng nướng,"3a P. Tạ Quang Bửu, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",high,method=direct_id; place_id=ChIJeS1ro2etNTERbI5vCHcUsdE; score=None
