store_id,source_name,source_store_key,source_url,source_name_raw,address_raw,match_confidence,note
118304,befood,118304,,Tiệm Trà Trái Cây Suncha - Trần Đại Nghĩa,"65 Trần Đại Nghĩa, Phường Bạch Mai, Hà Nội",high,id gốc từ beFood
118304,google,ChIJeUKoTQCtNTERUyftswtNbLI,,SUNCHA Tea & Fruit,"65 Trần Đại Nghĩa, Bách Khoa, Bạch Mai, Hà Nội, Việt Nam",high,method=direct_id; place_id=ChIJeUKoTQCtNTERUyftswtNbLI; score=None
