store_id,category_type,category_value,source_name
118304,primary,cafe_tea,befood
118304,place_type,quan_ca_phe,google
118304,offering,ca_phe,google
118304,highlight,ca_phe_ngon,google
118304,highlight,nhieu_tra_ngon,google
